instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p1,87,8,risk,0,62,263,0.33,1.3998,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.19559,0.99444,0,massA=0.195 massB=0.8
p1,32,3,risk,0,46,158,0.33,1.1335,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.1394,0.93647,0,massA=0.806 massB=0.131
p1,276,27,risk,0,166,433,0.53,1.3825,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.55447,0.99583,0,massA=0.444 massB=0.552
p1,287,28,risk,0,132,181,0.76,1.0421,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.73412,0.98972,0,massA=0.727 massB=0.263
p1,367,36,risk,0,98,227,0.47,1.0887,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.11437,0.99433,0,massA=0.114 massB=0.881
p1,355,35,risk,0,91,133,0.68,0.9938,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.95498,0.98234,0,massA=0.938 massB=0.0442
p1,126,12,risk,0,164,541,0.38,1.2535,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.28617,0.99594,0,massA=0.711 massB=0.285
p1,36,3,risk,0,46,158,0.33,1.1335,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.79053,0.999,0,massA=0.209 massB=0.79
p1,245,24,risk,0,168,214,0.76,0.9681,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.98434,0.9928,0,massA=0.977 massB=0.0156
p1,177,17,risk,0,117,362,0.42,1.2995,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.06854,0.99436,0,massA=0.0682 massB=0.926
p1,133,13,risk,0,72,88,0.64,0.7822,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00087,0.97632,0,massA=0.000849 massB=0.975
p1,312,31,risk,0,51,151,0.29,0.8586,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.0485,0.91576,0,massA=0.871 massB=0.0444
p1,221,22,risk,0,81,163,0.72,1.4489,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.9466,0.97998,0,massA=0.928 massB=0.0523
p1,280,28,risk,0,132,181,0.76,1.0421,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.92469,0.98119,0,massA=0.0739 massB=0.907
p1,164,16,risk,0,139,234,0.6,1.0101,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.59455,0.99474,0,massA=0.403 massB=0.591
p1,124,12,risk,0,164,541,0.38,1.2535,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.46296,0.99633,0,massA=0.535 massB=0.461
p1,332,33,risk,0,142,446,0.53,1.6646,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.04886,0.89021,0,massA=0.847 massB=0.0435
p1,226,22,risk,0,81,163,0.72,1.4489,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.96036,0.99843,0,massA=0.0396 massB=0.959
p1,391,39,risk,0,178,567,0.32,1.0193,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.9515,0.97363,0,massA=0.926 massB=0.0472
p1,81,8,risk,0,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.95078,0.9809,0,massA=0.933 massB=0.0483
p1,71,7,risk,0,63,98,0.64,0.9956,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.96323,0.98663,0,massA=0.95 massB=0.0363
p1,17,1,risk,0,58,116,0.66,1.32,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.35399,0.99151,0,massA=0.351 massB=0.641
p1,236,23,risk,0,91,626,0.23,1.5822,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.78793,0.99797,0,massA=0.212 massB=0.786
p1,206,20,risk,0,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.39607,0.99515,0,massA=0.601 massB=0.394
p1,68,6,risk,0,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.28617,0.82942,0,massA=0.592 massB=0.237
p1,337,33,risk,0,142,446,0.53,1.6646,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.12765,0.99511,0,massA=0.127 massB=0.868
p1,44,4,risk,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.49805,0.99814,0,massA=0.501 massB=0.497
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.09269,0.89643,0,massA=0.813 massB=0.0831
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.91906,0.99645,0,massA=0.0806 massB=0.916
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.70579,0.98672,0,massA=0.29 massB=0.696
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.93096,0.98331,0,massA=0.0679 massB=0.915
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.81405,0.98969,0,massA=0.184 massB=0.806
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01785,0.948,0,massA=0.0169 massB=0.931
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.27669,0.99571,0,massA=0.72 massB=0.276
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.4206,0.98118,0,massA=0.568 massB=0.413
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03021,0.99249,0,massA=0.963 massB=0.03
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03595,0.92804,0,massA=0.895 massB=0.0334
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02195,0.93845,0,massA=0.0206 massB=0.918
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.67747,0.99763,0,massA=0.322 massB=0.676
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.67405,0.9864,0,massA=0.665 massB=0.322
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.73106,0.99451,0,massA=0.267 massB=0.727
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.98385,0.98638,0,massA=0.97 massB=0.0159
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.11279,0.99598,0,massA=0.112 massB=0.884
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02002,0.87649,0,massA=0.859 massB=0.0176
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.64423,0.99666,0,massA=0.355 massB=0.642
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.65842,0.98594,0,massA=0.337 massB=0.649
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.66192,0.996,0,massA=0.337 massB=0.659
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03847,0.82778,0,massA=0.796 massB=0.0318
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.52732,0.99137,0,massA=0.523 massB=0.469
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.37023,0.97908,0,massA=0.617 massB=0.362
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02801,0.93476,0,massA=0.0262 massB=0.909
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.98975,0.98477,0,massA=0.975 massB=0.0101
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.66192,0.9916,0,massA=0.335 massB=0.656
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.76489,0.99765,0,massA=0.235 massB=0.763
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01855,0.93972,0,massA=0.0174 massB=0.922
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.89256,0.97042,0,massA=0.866 massB=0.104
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.587,0.99772,0,massA=0.412 massB=0.586
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.85681,0.98973,0,massA=0.142 massB=0.848
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00248,0.96183,0,massA=0.00239 massB=0.959
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.9263,0.99805,0,massA=0.0736 massB=0.924
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.95362,0.97152,0,massA=0.926 massB=0.0451
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02369,0.90206,0,massA=0.881 massB=0.0214
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.18595,0.99193,0,massA=0.184 massB=0.807
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00233,0.96671,0,massA=0.00225 massB=0.964
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01282,0.91752,0,massA=0.906 massB=0.0118
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03541,0.93337,0,massA=0.0331 massB=0.9
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.40734,0.98227,0,massA=0.582 massB=0.4
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.22405,0.99462,0,massA=0.223 massB=0.772
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00452,0.96181,0,massA=0.00435 massB=0.957
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03818,0.85664,0,massA=0.824 massB=0.0327
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.47463,0.99399,0,massA=0.522 massB=0.472
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.93196,0.98638,0,massA=0.0671 massB=0.919
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.29422,0.99704,0,massA=0.704 massB=0.293
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00598,0.96051,0,massA=0.00574 massB=0.955
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.51562,0.98474,0,massA=0.477 massB=0.508
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01057,0.9612,0,massA=0.0102 massB=0.951
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.74018,0.98564,0,massA=0.256 massB=0.73
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.58321,0.99355,0,massA=0.414 massB=0.579
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02596,0.86166,0,massA=0.839 massB=0.0224
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.97424,0.97929,0,massA=0.954 massB=0.0252
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01771,0.90215,0,massA=0.886 massB=0.016
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.10744,0.85507,0,massA=0.763 massB=0.0919
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01826,0.93637,0,massA=0.0171 massB=0.919
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.83868,0.97978,0,massA=0.822 massB=0.158
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.83114,0.98636,0,massA=0.167 massB=0.82
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00404,0.95386,0,massA=0.00385 massB=0.95
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.61509,0.99639,0,massA=0.384 massB=0.613
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.91551,0.99631,0,massA=0.0842 massB=0.912
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.85777,0.98897,0,massA=0.141 massB=0.848
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.85294,0.99508,0,massA=0.146 massB=0.849
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.05749,0.90002,0,massA=0.848 massB=0.0517
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.87147,0.97663,0,massA=0.851 massB=0.126
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.21734,0.93469,0,massA=0.732 massB=0.203
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.16886,0.89412,0,massA=0.151 massB=0.743
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.24364,0.99744,0,massA=0.754 massB=0.243
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.98295,0.98453,0,massA=0.968 massB=0.0168
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02909,0.90289,0,massA=0.0263 massB=0.877
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.47074,0.99668,0,massA=0.528 massB=0.469
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.48438,0.99568,0,massA=0.513 massB=0.482
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.11677,0.9854,0,massA=0.87 massB=0.115
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.2227,0.99029,0,massA=0.221 massB=0.77
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.50977,0.99801,0,massA=0.489 massB=0.509
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.42823,0.99491,0,massA=0.569 massB=0.426
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.09335,0.82095,0,massA=0.744 massB=0.0766
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.96459,0.99329,0,massA=0.958 massB=0.0352
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.07005,0.99569,0,massA=0.926 massB=0.0697
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.12086,0.9226,0,massA=0.811 massB=0.112
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.0109,0.91163,0,massA=0.902 massB=0.00994
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.18713,0.99534,0,massA=0.809 massB=0.186
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.96666,0.97839,0,massA=0.946 massB=0.0326
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02616,0.95325,0,massA=0.0249 massB=0.928
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.587,0.97805,0,massA=0.404 massB=0.574
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.0092,0.88206,0,massA=0.874 massB=0.00811
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.48828,0.99729,0,massA=0.51 massB=0.487
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.59831,0.99713,0,massA=0.401 massB=0.597
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.35398,0.99081,0,massA=0.351 massB=0.64
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.96814,0.9649,0,massA=0.934 massB=0.0307
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.4552,0.9947,0,massA=0.542 massB=0.453
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02229,0.93961,0,massA=0.0209 massB=0.919
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.94208,0.99868,0,massA=0.0578 massB=0.941
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.4168,0.8564,0,massA=0.499 massB=0.357
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.24653,0.9863,0,massA=0.243 massB=0.743
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.01771,0.94799,0,massA=0.0168 massB=0.931
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.47853,0.99793,0,massA=0.52 massB=0.478
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.35399,0.85985,0,massA=0.555 massB=0.304
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.87321,0.9845,0,massA=0.86 massB=0.125
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.12336,0.88436,0,massA=0.109 massB=0.775
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.31069,0.99388,0,massA=0.309 massB=0.685
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00372,0.95839,0,massA=0.00357 massB=0.955
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.37023,0.99789,0,massA=0.628 massB=0.369
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.05921,0.91154,0,massA=0.054 massB=0.858
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.90465,0.98594,0,massA=0.094 massB=0.892
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.03284,0.92575,0,massA=0.895 massB=0.0304
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02212,0.893,0,massA=0.0197 massB=0.873
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.587,0.99631,0,massA=0.411 massB=0.585
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.04085,0.90829,0,massA=0.871 massB=0.0371
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.09808,0.87833,0,massA=0.792 massB=0.0861
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00171,0.9749,0,massA=0.00166 massB=0.973
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.06904,0.85628,0,massA=0.797 massB=0.0591
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.83224,0.98659,0,massA=0.166 massB=0.821
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.00906,0.94694,0,massA=0.00857 massB=0.938
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.1656,0.92141,0,massA=0.769 massB=0.153
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.97001,0.99846,0,massA=0.0299 massB=0.969
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.09603,0.85526,0,massA=0.773 massB=0.0821
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.04024,0.86002,0,massA=0.825 massB=0.0346
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.77322,0.98581,0,massA=0.762 massB=0.224
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02801,0.90116,0,massA=0.876 massB=0.0252
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-DPO,fewshot,0.94418,0.98739,0,massA=0.932 massB=0.0551
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.72017,0.99844,0,massA=0.279 massB=0.719
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02113,0.77832,0,massA=0.762 massB=0.0164
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.04922,0.89361,0,massA=0.85 massB=0.044
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.89983,0.99077,0,massA=0.0992 massB=0.892
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B-DPO,fewshot,0.02442,0.82789,0,massA=0.808 massB=0.0202
