instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.10819,0.93419,0,massA=0.833 massB=0.101
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.26894,0.87718,0,massA=0.236 massB=0.641
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.09401,0.93234,0,massA=0.845 massB=0.0877
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.25091,0.97069,0,massA=0.244 massB=0.727
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.33112,0.8752,0,massA=0.29 massB=0.585
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.16238,0.89386,0,massA=0.749 massB=0.145
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.10088,0.95408,0,massA=0.858 massB=0.0963
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.07477,0.94571,0,massA=0.875 massB=0.0707
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.1128,0.9588,0,massA=0.851 massB=0.108
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.37388,0.86591,0,massA=0.324 massB=0.542
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.07921,0.9375,0,massA=0.863 massB=0.0743
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.39981,0.92005,0,massA=0.368 massB=0.552
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.08633,0.94032,0,massA=0.859 massB=0.0812
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.08036,0.942,0,massA=0.866 massB=0.0757
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.15406,0.91739,0,massA=0.776 massB=0.141
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.60766,0.95318,0,massA=0.579 massB=0.374
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.09009,0.94532,0,massA=0.86 massB=0.0852
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.14609,0.90921,0,massA=0.776 massB=0.133
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.31069,0.88919,0,massA=0.276 massB=0.613
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.39606,0.95533,0,massA=0.378 massB=0.577
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.0827,0.9469,0,massA=0.869 massB=0.0783
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.44939,0.9244,0,massA=0.415 massB=0.509
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.07697,0.96349,0,massA=0.889 massB=0.0742
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.07921,0.96413,0,massA=0.888 massB=0.0764
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.08882,0.93653,0,massA=0.853 massB=0.0832
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.11437,0.96006,0,massA=0.85 massB=0.11
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.15611,0.94135,0,massA=0.794 massB=0.147
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,Qwen/Qwen2.5-7B,fewshot,0.32423,0.95369,0,massA=0.309 massB=0.644
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.1128,0.94074,0,massA=0.835 massB=0.106
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.21469,0.8908,0,massA=0.191 massB=0.7
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.1067,0.96729,0,massA=0.864 massB=0.103
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.29098,0.96308,0,massA=0.28 massB=0.683
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.39607,0.92979,0,massA=0.368 massB=0.562
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.11437,0.968,0,massA=0.857 massB=0.111
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.09402,0.9592,0,massA=0.869 massB=0.0902
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.09401,0.9291,0,massA=0.842 massB=0.0873
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.21733,0.97127,0,massA=0.211 massB=0.76
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.10231,0.96651,0,massA=0.868 massB=0.0989
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.09947,0.96833,0,massA=0.872 massB=0.0963
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.12765,0.91437,0,massA=0.798 massB=0.117
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,Qwen/Qwen2.5-7B,fewshot,0.52731,0.96241,0,massA=0.507 massB=0.455
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.1067,0.96363,0,massA=0.861 massB=0.103
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.12422,0.93814,0,massA=0.822 massB=0.117
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.11921,0.93241,0,massA=0.821 massB=0.111
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.09948,0.95128,0,massA=0.857 massB=0.0946
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.41111,0.95576,0,massA=0.393 massB=0.563
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.30404,0.8912,0,massA=0.271 massB=0.62
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.0901,0.93707,0,massA=0.853 massB=0.0844
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.09947,0.93081,0,massA=0.838 massB=0.0926
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.10231,0.95772,0,massA=0.86 massB=0.098
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.10669,0.97255,0,massA=0.869 massB=0.104
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.23091,0.97225,0,massA=0.225 massB=0.748
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.3522,0.95479,0,massA=0.336 massB=0.619
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.0901,0.95637,0,massA=0.87 massB=0.0862
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.23652,0.8927,0,massA=0.211 massB=0.682
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.09947,0.97079,0,massA=0.874 massB=0.0966
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.16886,0.90079,0,massA=0.749 massB=0.152
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.18476,0.96967,0,massA=0.179 massB=0.791
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.32767,0.88039,0,massA=0.288 massB=0.592
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.11438,0.95416,0,massA=0.845 massB=0.109
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.15818,0.919,0,massA=0.774 massB=0.145
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,Qwen/Qwen2.5-7B,fewshot,0.49608,0.94993,0,massA=0.471 massB=0.479
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.5813,0.9201,0,massA=0.535 massB=0.385
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.30074,0.97211,0,massA=0.292 massB=0.68
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.48048,0.92216,0,massA=0.443 massB=0.479
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.1128,0.96766,0,massA=0.859 massB=0.109
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.32767,0.89173,0,massA=0.292 massB=0.6
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.0901,0.94673,0,massA=0.861 massB=0.0853
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.12086,0.93873,0,massA=0.825 massB=0.113
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.23935,0.87348,0,massA=0.209 massB=0.664
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.09808,0.9663,0,massA=0.872 massB=0.0948
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.13118,0.94355,0,massA=0.82 massB=0.124
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.10088,0.94321,0,massA=0.848 massB=0.0952
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.37022,0.92829,0,massA=0.344 massB=0.585
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.11437,0.91115,0,massA=0.807 massB=0.104
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.09269,0.93372,0,massA=0.847 massB=0.0865
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.54673,0.91107,0,massA=0.498 massB=0.413
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.10819,0.94832,0,massA=0.846 massB=0.103
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.10521,0.97163,0,massA=0.869 massB=0.102
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.17329,0.89992,0,massA=0.744 massB=0.156
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.16238,0.89347,0,massA=0.748 massB=0.145
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.37387,0.97151,0,massA=0.363 massB=0.608
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.17554,0.89332,0,massA=0.737 massB=0.157
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,Qwen/Qwen2.5-7B,fewshot,0.45713,0.95241,0,massA=0.435 massB=0.517
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,Qwen/Qwen2.5-7B,fewshot,0.11125,0.96868,0,massA=0.861 massB=0.108
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.14415,0.88235,0,massA=0.755 massB=0.127
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,Qwen/Qwen2.5-7B,fewshot,0.10231,0.94275,0,massA=0.846 massB=0.0964
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.0901,0.94178,0,massA=0.857 massB=0.0849
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.17106,0.87902,0,massA=0.729 massB=0.15
p1,77,7,risk,0,63,98,0.64,0.9956,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.3451,0.9686,0,massA=0.334 massB=0.634
p1,349,34,risk,0,52,96,0.63,1.1631,4,False,A,Qwen/Qwen2.5-7B,fewshot,0.39234,0.88479,0,massA=0.347 massB=0.538
p1,371,37,risk,0,151,252,0.68,1.1348,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.52341,0.9538,0,massA=0.499 massB=0.455
p1,0,0,risk,0,186,984,0.26,1.3755,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.07586,0.93193,0,massA=0.861 massB=0.0707
p1,111,11,risk,0,54,68,0.81,1.02,0,False,A,Qwen/Qwen2.5-7B,fewshot,0.56217,0.95832,0,massA=0.539 massB=0.42
p1,238,23,risk,0,91,626,0.23,1.5822,4,True,B,Qwen/Qwen2.5-7B,fewshot,0.15203,0.89266,0,massA=0.757 massB=0.136
p1,7,0,risk,0,186,984,0.26,1.3755,3,False,A,Qwen/Qwen2.5-7B,fewshot,0.2814,0.97282,0,massA=0.274 massB=0.699
p1,40,4,risk,0,29,71,0.55,1.3466,0,True,B,Qwen/Qwen2.5-7B,fewshot,0.1128,0.94627,0,massA=0.84 massB=0.107
p1,393,39,risk,0,178,567,0.32,1.0193,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.30074,0.93429,0,massA=0.281 massB=0.653
p1,3,0,risk,0,186,984,0.26,1.3755,1,False,A,Qwen/Qwen2.5-7B,fewshot,0.46879,0.9231,0,massA=0.433 massB=0.49
p1,154,15,risk,0,82,113,0.74,1.0198,2,True,B,Qwen/Qwen2.5-7B,fewshot,0.10088,0.96423,0,massA=0.867 massB=0.0973
