instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p1,236,23,risk,0,91,626,0.23,1.5822,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.32082,0.97527,0,massA=0.662 massB=0.313
p1,206,20,risk,0,186,266,0.63,0.901,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43015,0.97211,0,massA=0.554 massB=0.418
p1,68,6,risk,0,94,101,0.71,0.7629,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43015,0.90741,0,massA=0.517 massB=0.39
p1,337,33,risk,0,142,446,0.53,1.6646,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.43782,0.96911,0,massA=0.424 massB=0.545
p1,44,4,risk,0,29,71,0.55,1.3466,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.35937,0.95836,0,massA=0.614 massB=0.344
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37388,0.89831,0,massA=0.562 massB=0.336
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.40357,0.96101,0,massA=0.573 massB=0.388
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.46879,0.93939,0,massA=0.499 massB=0.44
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.47658,0.94722,0,massA=0.496 massB=0.451
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.49609,0.94791,0,massA=0.478 massB=0.47
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.49219,0.90624,0,massA=0.446 massB=0.46
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.95818,0,massA=0.575 massB=0.383
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.48828,0.94474,0,massA=0.483 massB=0.461
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.40733,0.97425,0,massA=0.577 massB=0.397
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.36297,0.92723,0,massA=0.591 massB=0.337
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.59643,0.86911,0,massA=0.518 massB=0.351
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.36297,0.96267,0,massA=0.613 massB=0.349
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.49609,0.96236,0,massA=0.477 massB=0.485
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.4149,0.96114,0,massA=0.562 massB=0.399
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.40357,0.96956,0,massA=0.391 massB=0.578
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.43398,0.97022,0,massA=0.421 massB=0.549
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37754,0.89133,0,massA=0.555 massB=0.337
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.44167,0.97513,0,massA=0.544 massB=0.431
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.94573,0,massA=0.557 massB=0.389
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.40734,0.95888,0,massA=0.568 massB=0.391
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.42632,0.9091,0,massA=0.522 massB=0.388
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.96993,0,massA=0.443 massB=0.527
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.35578,0.94577,0,massA=0.609 massB=0.336
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.43782,0.85155,0,massA=0.373 massB=0.479
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.35577,0.96966,0,massA=0.345 massB=0.625
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.94973,0,massA=0.57 massB=0.38
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43015,0.97687,0,massA=0.557 massB=0.42
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.85377,0,massA=0.39 massB=0.463
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.35936,0.96527,0,massA=0.347 massB=0.618
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39234,0.96024,0,massA=0.583 massB=0.377
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.4187,0.94702,0,massA=0.551 massB=0.397
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.52731,0.91508,0,massA=0.483 massB=0.433
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.44553,0.97535,0,massA=0.541 massB=0.435
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.37388,0.96657,0,massA=0.361 massB=0.605
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.36659,0.92594,0,massA=0.587 massB=0.339
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.44553,0.96875,0,massA=0.432 massB=0.537
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.43398,0.89627,0,massA=0.389 massB=0.507
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.33808,0.92515,0,massA=0.612 massB=0.313
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.51172,0.873,0,massA=0.447 massB=0.426
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.94414,0,massA=0.567 massB=0.377
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45326,0.96853,0,massA=0.439 massB=0.53
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.53898,0.86742,0,massA=0.468 massB=0.4
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.40357,0.89294,0,massA=0.533 massB=0.36
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.38492,0.95924,0,massA=0.59 massB=0.369
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.47268,0.95071,0,massA=0.501 massB=0.449
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37388,0.95713,0,massA=0.599 massB=0.358
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.54674,0.8727,0,massA=0.477 massB=0.396
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.31405,0.95316,0,massA=0.654 massB=0.299
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.5,0.9056,0,massA=0.453 massB=0.453
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.48828,0.9436,0,massA=0.483 massB=0.461
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37754,0.94594,0,massA=0.589 massB=0.357
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.38862,0.8976,0,massA=0.549 massB=0.349
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.34158,0.96967,0,massA=0.331 massB=0.638
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37388,0.92497,0,massA=0.579 massB=0.346
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.44167,0.90962,0,massA=0.508 massB=0.402
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.5,0.86945,0,massA=0.435 massB=0.435
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.51172,0.96774,0,massA=0.495 massB=0.473
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.42251,0.95566,0,massA=0.552 massB=0.404
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.5,0.90315,0,massA=0.452 massB=0.452
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.95642,0,massA=0.563 massB=0.393
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43783,0.9595,0,massA=0.539 massB=0.42
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.94304,0,massA=0.555 massB=0.388
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.96249,0,massA=0.578 massB=0.385
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.28458,0.9136,0,massA=0.654 massB=0.26
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.50781,0.96126,0,massA=0.488 massB=0.473
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.33112,0.9126,0,massA=0.61 massB=0.302
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.52342,0.90236,0,massA=0.472 massB=0.43
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.34865,0.97118,0,massA=0.633 massB=0.339
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.4649,0.97461,0,massA=0.453 massB=0.522
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.53121,0.9091,0,massA=0.483 massB=0.426
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43015,0.97242,0,massA=0.554 massB=0.418
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.4149,0.96011,0,massA=0.562 massB=0.398
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.35936,0.94198,0,massA=0.603 massB=0.339
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.40733,0.9706,0,massA=0.395 massB=0.575
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.96062,0,massA=0.566 massB=0.395
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.38122,0.97146,0,massA=0.601 massB=0.37
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.89953,0,massA=0.53 massB=0.37
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.61509,0.96709,0,massA=0.595 massB=0.372
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37023,0.97341,0,massA=0.613 massB=0.36
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37388,0.92087,0,massA=0.577 massB=0.344
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.33808,0.93051,0,massA=0.616 massB=0.315
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37754,0.95786,0,massA=0.596 massB=0.362
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.39234,0.96546,0,massA=0.379 massB=0.587
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.55061,0.86732,0,massA=0.478 massB=0.39
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.9348,0,massA=0.507 massB=0.427
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.32082,0.92306,0,massA=0.627 massB=0.296
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.44553,0.95808,0,massA=0.531 massB=0.427
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.38491,0.9764,0,massA=0.601 massB=0.376
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.44939,0.96904,0,massA=0.435 massB=0.534
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.33112,0.96779,0,massA=0.32 massB=0.647
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.36297,0.95807,0,massA=0.61 massB=0.348
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.54286,0.86424,0,massA=0.469 massB=0.395
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39607,0.97364,0,massA=0.588 massB=0.386
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.4187,0.90095,0,massA=0.524 massB=0.377
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.41111,0.96667,0,massA=0.397 massB=0.569
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.47658,0.86276,0,massA=0.411 massB=0.452
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.35937,0.95954,0,massA=0.615 massB=0.345
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.42251,0.91132,0,massA=0.526 massB=0.385
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.51952,0.96111,0,massA=0.499 massB=0.462
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.53121,0.92048,0,massA=0.489 massB=0.432
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.46879,0.96946,0,massA=0.454 massB=0.515
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.46879,0.90487,0,massA=0.424 massB=0.481
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.34865,0.97245,0,massA=0.633 massB=0.339
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.56218,0.89273,0,massA=0.502 massB=0.391
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.46102,0.95209,0,massA=0.513 massB=0.439
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37754,0.92559,0,massA=0.576 massB=0.349
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.85971,0,massA=0.393 massB=0.467
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.37023,0.97315,0,massA=0.613 massB=0.36
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.3522,0.93145,0,massA=0.603 massB=0.328
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.36659,0.91882,0,massA=0.582 massB=0.337
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.64063,0.91813,0,massA=0.588 massB=0.33
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.45326,0.89272,0,massA=0.488 massB=0.405
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.5,0.94032,0,massA=0.47 massB=0.47
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.41869,0.89741,0,massA=0.376 massB=0.522
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.3522,0.91673,0,massA=0.594 massB=0.323
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.43398,0.97737,0,massA=0.553 massB=0.424
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.90086,0,massA=0.541 massB=0.36
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39607,0.90657,0,massA=0.548 massB=0.359
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.97052,0,massA=0.444 massB=0.527
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.38862,0.88786,0,massA=0.543 massB=0.345
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.5506,0.96279,0,massA=0.53 massB=0.433
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.34511,0.97172,0,massA=0.636 massB=0.335
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.39981,0.89361,0,massA=0.536 massB=0.357
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.32424,0.92424,0,massA=0.625 massB=0.3
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.4187,0.94537,0,massA=0.55 massB=0.396
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.40733,0.89768,0,massA=0.532 massB=0.366
p1,77,7,risk,0,63,98,0.64,0.9956,3,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.47658,0.9719,0,massA=0.463 massB=0.509
p1,349,34,risk,0,52,96,0.63,1.1631,4,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.56218,0.8854,0,massA=0.498 massB=0.388
p1,371,37,risk,0,151,252,0.68,1.1348,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.3522,0.96819,0,massA=0.341 massB=0.627
p1,0,0,risk,0,186,984,0.26,1.3755,0,True,B,meta-llama/Llama-3.1-8B,fewshot,none,0.33112,0.94079,0,massA=0.629 massB=0.312
p1,111,11,risk,0,54,68,0.81,1.02,0,False,A,meta-llama/Llama-3.1-8B,fewshot,none,0.45714,0.97192,0,massA=0.444 massB=0.528
