trial_id,gamble_id,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
265,8,62,263,0.33,1.3998,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.027,2026-07-04T19:00:33+00:00
512,17,117,362,0.42,1.2995,0,True,2,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.664,2026-07-04T19:00:33+00:00
947,31,51,151,0.29,0.8586,2,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.281,2026-07-04T19:00:35+00:00
513,17,117,362,0.42,1.2995,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.787,2026-07-04T19:00:36+00:00
366,12,164,541,0.38,1.2535,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.039,2026-07-04T19:00:37+00:00
1099,36,98,227,0.47,1.0887,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.669,2026-07-04T19:00:37+00:00
398,13,72,88,0.64,0.7822,1,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.602,2026-07-04T19:00:38+00:00
526,17,117,362,0.42,1.2995,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.623,2026-07-04T19:00:39+00:00
958,31,51,151,0.29,0.8586,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.665,2026-07-04T19:00:39+00:00
1081,36,98,227,0.47,1.0887,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.071,2026-07-04T19:00:41+00:00
1133,37,151,252,0.68,1.1348,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.698,2026-07-04T19:00:41+00:00
16,0,186,984,0.26,1.3755,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.523,2026-07-04T19:00:42+00:00
249,8,62,263,0.33,1.3998,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.97,2026-07-04T19:00:43+00:00
283,9,49,153,0.26,0.8118,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.534,2026-07-04T19:00:43+00:00
144,4,29,71,0.55,1.3466,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.897,2026-07-04T19:00:44+00:00
99,3,46,158,0.33,1.1335,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.641,2026-07-04T19:00:45+00:00
985,32,131,236,0.57,1.0269,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.547,2026-07-04T19:00:46+00:00
883,29,79,81,0.83,0.851,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.056,2026-07-04T19:00:47+00:00
862,28,132,181,0.76,1.0421,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,2.356,2026-07-04T19:00:49+00:00
627,20,186,266,0.63,0.901,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.567,2026-07-04T19:00:50+00:00
207,6,94,101,0.71,0.7629,4,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.858,2026-07-04T19:00:51+00:00
982,32,131,236,0.57,1.0269,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.543,2026-07-04T19:00:51+00:00
346,11,54,68,0.81,1.02,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.697,2026-07-04T19:00:52+00:00
911,30,149,447,0.26,0.78,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.559,2026-07-04T19:00:53+00:00
734,24,168,214,0.76,0.9681,2,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.574,2026-07-04T19:00:54+00:00
445,14,81,201,0.68,1.6874,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.557,2026-07-04T19:00:55+00:00
353,11,54,68,0.81,1.02,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.773,2026-07-04T19:00:56+00:00
309,10,111,278,0.58,1.4526,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.834,2026-07-04T19:00:57+00:00
126,4,29,71,0.55,1.3466,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.589,2026-07-04T19:00:57+00:00
86,2,162,661,0.26,1.0609,4,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.562,2026-07-04T19:00:58+00:00
394,13,72,88,0.64,0.7822,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.64,2026-07-04T19:00:59+00:00
581,19,64,122,0.49,0.9341,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.585,2026-07-04T19:00:59+00:00
190,6,94,101,0.71,0.7629,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.635,2026-07-04T19:01:00+00:00
1004,33,142,446,0.53,1.6646,2,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.682,2026-07-04T19:01:01+00:00
225,7,63,98,0.64,0.9956,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.391,2026-07-04T19:01:02+00:00
991,33,142,446,0.53,1.6646,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.597,2026-07-04T19:01:03+00:00
953,31,51,151,0.29,0.8586,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.621,2026-07-04T19:01:03+00:00
8,0,186,984,0.26,1.3755,1,True,2,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.915,2026-07-04T19:01:04+00:00
1178,39,178,567,0.32,1.0193,1,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.538,2026-07-04T19:01:06+00:00
1024,34,52,96,0.63,1.1631,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.583,2026-07-04T19:01:08+00:00
649,21,106,206,0.73,1.4187,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.074,2026-07-04T19:01:09+00:00
1179,39,178,567,0.32,1.0193,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.943,2026-07-04T19:01:10+00:00
511,17,117,362,0.42,1.2995,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.513,2026-07-04T19:01:10+00:00
364,12,164,541,0.38,1.2535,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.634,2026-07-04T19:01:11+00:00
200,6,94,101,0.71,0.7629,3,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,4.882,2026-07-04T19:01:16+00:00
874,29,79,81,0.83,0.851,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.599,2026-07-04T19:01:17+00:00
905,30,149,447,0.26,0.78,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.497,2026-07-04T19:01:17+00:00
248,8,62,263,0.33,1.3998,1,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.663,2026-07-04T19:01:18+00:00
875,29,79,81,0.83,0.851,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.667,2026-07-04T19:01:19+00:00
352,11,54,68,0.81,1.02,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.827,2026-07-04T19:01:19+00:00
272,9,49,153,0.26,0.8118,0,True,2,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,1.108,2026-07-04T19:01:21+00:00
995,33,142,446,0.53,1.6646,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.544,2026-07-04T19:01:21+00:00
838,27,166,433,0.53,1.3825,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.575,2026-07-04T19:01:22+00:00
880,29,79,81,0.83,0.851,1,False,1,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.456,2026-07-04T19:01:22+00:00
1054,35,91,133,0.68,0.9938,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.767,2026-07-04T19:01:23+00:00
628,20,186,266,0.63,0.901,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.557,2026-07-04T19:01:24+00:00
379,12,164,541,0.38,1.2535,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.56,2026-07-04T19:01:24+00:00
1042,34,52,96,0.63,1.1631,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.563,2026-07-04T19:01:25+00:00
1197,39,178,567,0.32,1.0193,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.867,2026-07-04T19:01:26+00:00
940,31,51,151,0.29,0.8586,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.621,2026-07-04T19:01:27+00:00
210,7,63,98,0.64,0.9956,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.601,2026-07-04T19:01:27+00:00
107,3,46,158,0.33,1.1335,2,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.746,2026-07-04T19:01:28+00:00
91,3,46,158,0.33,1.1335,0,True,1,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,0.48,2026-07-04T19:01:29+00:00
245,8,62,263,0.33,1.3998,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.767,2026-07-04T19:01:29+00:00
137,4,29,71,0.55,1.3466,2,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.56,2026-07-04T19:01:30+00:00
902,30,149,447,0.26,0.78,0,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.573,2026-07-04T19:01:31+00:00
79,2,162,661,0.26,1.0609,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.51,2026-07-04T19:01:31+00:00
899,29,79,81,0.83,0.851,4,False,2,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.763,2026-07-04T19:01:32+00:00
1151,38,183,609,0.38,1.2646,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.809,2026-07-04T19:01:33+00:00
746,24,168,214,0.76,0.9681,4,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.773,2026-07-04T19:01:34+00:00
872,29,79,81,0.83,0.851,0,True,2,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.565,2026-07-04T19:01:34+00:00
180,6,94,101,0.71,0.7629,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.554,2026-07-04T19:01:35+00:00
1111,37,151,252,0.68,1.1348,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.869,2026-07-04T19:01:36+00:00
51,1,58,116,0.66,1.32,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.661,2026-07-04T19:01:37+00:00
189,6,94,101,0.71,0.7629,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.765,2026-07-04T19:01:37+00:00
1073,35,91,133,0.68,0.9938,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.558,2026-07-04T19:01:38+00:00
280,9,49,153,0.26,0.8118,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.869,2026-07-04T19:01:39+00:00
976,32,131,236,0.57,1.0269,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.644,2026-07-04T19:01:40+00:00
331,11,54,68,0.81,1.02,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.779,2026-07-04T19:01:41+00:00
618,20,186,266,0.63,0.901,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.973,2026-07-04T19:01:42+00:00
992,33,142,446,0.53,1.6646,0,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.563,2026-07-04T19:01:42+00:00
596,19,64,122,0.49,0.9341,4,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.666,2026-07-04T19:01:43+00:00
616,20,186,266,0.63,0.901,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.971,2026-07-04T19:01:44+00:00
1195,39,178,567,0.32,1.0193,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.765,2026-07-04T19:01:45+00:00
97,3,46,158,0.33,1.1335,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.556,2026-07-04T19:01:45+00:00
664,22,81,163,0.72,1.4489,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.519,2026-07-04T19:01:46+00:00
657,21,106,206,0.73,1.4187,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.544,2026-07-04T19:01:46+00:00
825,27,166,433,0.53,1.3825,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.622,2026-07-04T19:01:47+00:00
739,24,168,214,0.76,0.9681,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.575,2026-07-04T19:01:48+00:00
910,30,149,447,0.26,0.78,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.061,2026-07-04T19:01:49+00:00
989,32,131,236,0.57,1.0269,4,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.605,2026-07-04T19:01:50+00:00
155,5,162,381,0.46,1.0819,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.621,2026-07-04T19:01:50+00:00
44,1,58,116,0.66,1.32,2,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.661,2026-07-04T19:01:51+00:00
551,18,41,61,0.58,0.8629,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.917,2026-07-04T19:01:53+00:00
639,21,106,206,0.73,1.4187,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.702,2026-07-04T19:01:54+00:00
103,3,46,158,0.33,1.1335,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.697,2026-07-04T19:01:54+00:00
843,28,132,181,0.76,1.0421,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.56,2026-07-04T19:01:55+00:00
360,12,164,541,0.38,1.2535,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.664,2026-07-04T19:01:56+00:00
494,16,139,234,0.6,1.0101,2,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.485,2026-07-04T19:01:57+00:00
125,4,29,71,0.55,1.3466,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.637,2026-07-04T19:01:58+00:00
127,4,29,71,0.55,1.3466,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.607,2026-07-04T19:01:59+00:00
479,15,82,113,0.74,1.0198,4,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.641,2026-07-04T19:01:59+00:00
165,5,162,381,0.46,1.0819,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.665,2026-07-04T19:02:00+00:00
491,16,139,234,0.6,1.0101,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.562,2026-07-04T19:02:01+00:00
203,6,94,101,0.71,0.7629,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.652,2026-07-04T19:02:01+00:00
128,4,29,71,0.55,1.3466,1,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.874,2026-07-04T19:02:02+00:00
268,8,62,263,0.33,1.3998,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.644,2026-07-04T19:02:03+00:00
1155,38,183,609,0.38,1.2646,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.871,2026-07-04T19:02:04+00:00
532,17,117,362,0.42,1.2995,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.688,2026-07-04T19:02:05+00:00
559,18,41,61,0.58,0.8629,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.598,2026-07-04T19:02:05+00:00
1141,38,183,609,0.38,1.2646,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.014,2026-07-04T19:02:06+00:00
290,9,49,153,0.26,0.8118,3,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.577,2026-07-04T19:02:07+00:00
9,0,186,984,0.26,1.3755,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.562,2026-07-04T19:02:08+00:00
1098,36,98,227,0.47,1.0887,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.525,2026-07-04T19:02:08+00:00
930,31,51,151,0.29,0.8586,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.595,2026-07-04T19:02:09+00:00
92,3,46,158,0.33,1.1335,0,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.594,2026-07-04T19:02:10+00:00
654,21,106,206,0.73,1.4187,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.625,2026-07-04T19:02:10+00:00
113,3,46,158,0.33,1.1335,3,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.598,2026-07-04T19:02:11+00:00
785,26,59,151,0.36,0.9214,0,False,2,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.699,2026-07-04T19:02:12+00:00
1196,39,178,567,0.32,1.0193,4,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.582,2026-07-04T19:02:13+00:00
134,4,29,71,0.55,1.3466,2,True,2,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.791,2026-07-04T19:02:14+00:00
1183,39,178,567,0.32,1.0193,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,6.258,2026-07-04T19:02:20+00:00
898,29,79,81,0.83,0.851,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.802,2026-07-04T19:02:21+00:00
451,15,82,113,0.74,1.0198,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.553,2026-07-04T19:02:22+00:00
1039,34,52,96,0.63,1.1631,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.582,2026-07-04T19:02:23+00:00
538,17,117,362,0.42,1.2995,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.703,2026-07-04T19:02:23+00:00
1035,34,52,96,0.63,1.1631,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.515,2026-07-04T19:02:24+00:00
671,22,81,163,0.72,1.4489,1,False,2,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.037,2026-07-04T19:02:25+00:00
834,27,166,433,0.53,1.3825,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.569,2026-07-04T19:02:26+00:00
433,14,81,201,0.68,1.6874,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.091,2026-07-04T19:02:27+00:00
720,24,168,214,0.76,0.9681,0,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.664,2026-07-04T19:02:27+00:00
42,1,58,116,0.66,1.32,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.616,2026-07-04T19:02:28+00:00
540,18,41,61,0.58,0.8629,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.65,2026-07-04T19:02:29+00:00
932,31,51,151,0.29,0.8586,0,True,2,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.622,2026-07-04T19:02:29+00:00
919,30,149,447,0.26,0.78,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.562,2026-07-04T19:02:30+00:00
15,0,186,984,0.26,1.3755,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.515,2026-07-04T19:02:31+00:00
342,11,54,68,0.81,1.02,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.526,2026-07-04T19:02:32+00:00
414,13,72,88,0.64,0.7822,4,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.599,2026-07-04T19:02:33+00:00
463,15,82,113,0.74,1.0198,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.729,2026-07-04T19:02:34+00:00
1077,35,91,133,0.68,0.9938,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.661,2026-07-04T19:02:34+00:00
1171,39,178,567,0.32,1.0193,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.068,2026-07-04T19:02:35+00:00
285,9,49,153,0.26,0.8118,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.534,2026-07-04T19:02:36+00:00
339,11,54,68,0.81,1.02,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.594,2026-07-04T19:02:37+00:00
935,31,51,151,0.29,0.8586,0,False,2,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.662,2026-07-04T19:02:37+00:00
