trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
956,10,gain,0,111,278,0.58,1.4526,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.661,0,0.0,2026-07-04T21:08:09+00:00
2681,29,mixed,79,79,81,0.83,0.851,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.126,0,0.0,2026-07-04T21:08:09+00:00
2155,23,mixed,91,91,626,0.23,1.5822,4,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.301,0,0.0,2026-07-04T21:08:09+00:00
92,1,neutral,0,58,116,0.66,1.32,0,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.639,0,0.0,2026-07-04T21:08:09+00:00
508,5,gain,0,162,381,0.46,1.0819,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
1764,19,gain,0,64,122,0.49,0.9341,4,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.329,0,0.0,2026-07-04T21:08:09+00:00
797,8,mixed,62,62,263,0.33,1.3998,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
733,8,neutral,0,62,263,0.33,1.3998,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.525,0,0.0,2026-07-04T21:08:09+00:00
2110,23,gain,0,91,626,0.23,1.5822,1,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
3569,39,gain,0,178,567,0.32,1.0193,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.376,0,0.0,2026-07-04T21:08:09+00:00
389,4,neutral,0,29,71,0.55,1.3466,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.601,0,0.0,2026-07-04T21:08:09+00:00
2070,23,neutral,0,91,626,0.23,1.5822,0,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
2600,28,mixed,132,132,181,0.76,1.0421,3,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.331,0,0.0,2026-07-04T21:08:09+00:00
1515,16,mixed,139,139,234,0.6,1.0101,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.172,0,0.0,2026-07-04T21:08:09+00:00
3393,37,mixed,151,151,252,0.68,1.1348,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.343,0,0.0,2026-07-04T21:08:09+00:00
1163,12,mixed,164,164,541,0.38,1.2535,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.217,0,0.0,2026-07-04T21:08:09+00:00
1463,16,neutral,0,139,234,0.6,1.0101,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.403,0,0.0,2026-07-04T21:08:09+00:00
523,5,mixed,162,162,381,0.46,1.0819,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.159,0,0.0,2026-07-04T21:08:09+00:00
2101,23,gain,0,91,626,0.23,1.5822,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
1299,14,gain,0,81,201,0.68,1.6874,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
1893,21,neutral,0,106,206,0.73,1.4187,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.721,0,0.0,2026-07-04T21:08:09+00:00
1511,16,mixed,139,139,234,0.6,1.0101,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.172,0,0.0,2026-07-04T21:08:09+00:00
1705,18,mixed,41,41,61,0.58,0.8629,4,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.077,0,0.0,2026-07-04T21:08:09+00:00
1279,14,neutral,0,81,201,0.68,1.6874,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
3539,39,neutral,0,178,567,0.32,1.0193,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.376,0,0.0,2026-07-04T21:08:09+00:00
3163,35,neutral,0,91,133,0.68,0.9938,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.404,0,0.0,2026-07-04T21:08:09+00:00
2079,23,neutral,0,91,626,0.23,1.5822,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
3128,34,mixed,52,52,96,0.63,1.1631,1,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.316,0,0.0,2026-07-04T21:08:09+00:00
807,8,mixed,62,62,263,0.33,1.3998,4,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
2619,29,neutral,0,79,81,0.83,0.851,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.269,0,0.0,2026-07-04T21:08:09+00:00
1088,12,neutral,0,164,541,0.38,1.2535,1,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.492,0,0.0,2026-07-04T21:08:09+00:00
57,0,gain,0,186,984,0.26,1.3755,4,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
1854,20,gain,0,186,266,0.63,0.901,4,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.308,0,0.0,2026-07-04T21:08:09+00:00
1262,14,neutral,0,81,201,0.68,1.6874,0,True,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
637,7,neutral,0,63,98,0.64,0.9956,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.398,0,0.0,2026-07-04T21:08:09+00:00
208,2,neutral,0,162,661,0.26,1.0609,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.394,0,0.0,2026-07-04T21:08:09+00:00
2366,26,neutral,0,59,151,0.36,0.9214,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.322,0,0.0,2026-07-04T21:08:09+00:00
72,0,mixed,186,186,984,0.26,1.3755,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.243,0,0.0,2026-07-04T21:08:09+00:00
493,5,gain,0,162,381,0.46,1.0819,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
305,3,gain,0,46,158,0.33,1.1335,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.429,0,0.0,2026-07-04T21:08:09+00:00
2782,30,mixed,149,149,447,0.26,0.78,3,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.055,0,0.0,2026-07-04T21:08:09+00:00
756,8,gain,0,62,263,0.33,1.3998,1,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.525,0,0.0,2026-07-04T21:08:09+00:00
13,0,neutral,0,186,984,0.26,1.3755,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
2209,24,gain,0,168,214,0.76,0.9681,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.395,0,0.0,2026-07-04T21:08:09+00:00
3507,38,mixed,183,183,609,0.38,1.2646,4,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.222,0,0.0,2026-07-04T21:08:09+00:00
1713,19,neutral,0,64,122,0.49,0.9341,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.329,0,0.0,2026-07-04T21:08:09+00:00
2684,29,mixed,79,79,81,0.83,0.851,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.126,0,0.0,2026-07-04T21:08:09+00:00
2588,28,mixed,132,132,181,0.76,1.0421,1,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.331,0,0.0,2026-07-04T21:08:09+00:00
3459,38,gain,0,183,609,0.38,1.2646,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.496,0,0.0,2026-07-04T21:08:09+00:00
490,5,gain,0,162,381,0.46,1.0819,1,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
1797,19,mixed,64,64,122,0.49,0.9341,4,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.095,0,0.0,2026-07-04T21:08:09+00:00
1403,15,gain,0,82,113,0.74,1.0198,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.444,0,0.0,2026-07-04T21:08:09+00:00
1673,18,gain,0,41,61,0.58,0.8629,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.272,0,0.0,2026-07-04T21:08:09+00:00
2011,22,gain,0,81,163,0.72,1.4489,0,True,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
1334,14,mixed,81,81,201,0.68,1.6874,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.719,0,0.0,2026-07-04T21:08:09+00:00
1298,14,gain,0,81,201,0.68,1.6874,1,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
3536,39,neutral,0,178,567,0.32,1.0193,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.376,0,0.0,2026-07-04T21:08:09+00:00
2177,24,neutral,0,168,214,0.76,0.9681,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.395,0,0.0,2026-07-04T21:08:09+00:00
179,1,mixed,58,58,116,0.66,1.32,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.481,0,0.0,2026-07-04T21:08:09+00:00
1728,19,neutral,0,64,122,0.49,0.9341,3,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.329,0,0.0,2026-07-04T21:08:09+00:00
1556,17,neutral,0,117,362,0.42,1.2995,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.525,0,0.0,2026-07-04T21:08:09+00:00
2014,22,gain,0,81,163,0.72,1.4489,0,False,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
1191,13,neutral,0,72,88,0.64,0.7822,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.196,0,0.0,2026-07-04T21:08:09+00:00
409,4,gain,0,29,71,0.55,1.3466,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.601,0,0.0,2026-07-04T21:08:09+00:00
2005,22,neutral,0,81,163,0.72,1.4489,4,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
322,3,gain,0,46,158,0.33,1.1335,3,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.429,0,0.0,2026-07-04T21:08:09+00:00
1446,16,neutral,0,139,234,0.6,1.0101,1,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.403,0,0.0,2026-07-04T21:08:09+00:00
577,6,gain,0,94,101,0.71,0.7629,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.173,0,0.0,2026-07-04T21:08:09+00:00
2689,29,mixed,79,79,81,0.83,0.851,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.126,0,0.0,2026-07-04T21:08:09+00:00
20,0,neutral,0,186,984,0.26,1.3755,3,True,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
3672,36,dominant,0,98,149,1.0,1.5204,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.870,0,0.0,2026-07-04T21:08:09+00:00
1424,15,mixed,82,82,113,0.74,1.0198,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.283,0,0.0,2026-07-04T21:08:09+00:00
1837,20,gain,0,186,266,0.63,0.901,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.308,0,0.0,2026-07-04T21:08:09+00:00
3136,34,mixed,52,52,96,0.63,1.1631,2,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.316,0,0.0,2026-07-04T21:08:09+00:00
3591,39,mixed,178,178,567,0.32,1.0193,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.118,0,0.0,2026-07-04T21:08:09+00:00
