instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.47987,0.88836,0,massA=0.462 massB=0.426
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55275,0.81601,0,massA=0.365 massB=0.451
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.21659,0.80852,0,massA=0.633 massB=0.175
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.3872,0.70563,0,massA=0.432 massB=0.273
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.80398,0.83732,0,massA=0.673 massB=0.164
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.54744,0.81413,0,massA=0.368 massB=0.446
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.62162,0.63166,0,massA=0.393 massB=0.239
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.89823,0.81053,0,massA=0.728 massB=0.0825
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.50281,0.82379,0,massA=0.41 massB=0.414
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.50485,0.89213,0,massA=0.442 massB=0.45
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.6727,0.63366,0,massA=0.426 massB=0.207
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.86213,0.81259,0,massA=0.701 massB=0.112
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.1575,0.81615,0,massA=0.688 massB=0.129
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.47425,0.80706,0,massA=0.424 massB=0.383
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.82894,0.70599,0,massA=0.585 massB=0.121
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55021,0.89579,0,massA=0.403 massB=0.493
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.8605,0.80816,0,massA=0.695 massB=0.113
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.27715,0.75929,0,massA=0.549 massB=0.21
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.71268,0.83298,0,massA=0.594 massB=0.239
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.75658,0.68354,0,massA=0.517 massB=0.166
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.28757,0.75765,0,massA=0.54 massB=0.218
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.72904,0.63227,0,massA=0.461 massB=0.171
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55917,0.81259,0,massA=0.358 massB=0.454
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.71438,0.83335,0,massA=0.595 massB=0.238
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.64245,0.63951,0,massA=0.411 massB=0.229
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.44833,0.70673,0,massA=0.39 massB=0.317
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.24148,0.80781,0,massA=0.613 massB=0.195
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.59554,0.81394,0,massA=0.329 massB=0.485
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.14916,0.8079,0,massA=0.687 massB=0.121
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.64466,0.63769,0,massA=0.411 massB=0.227
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55892,0.83305,0,massA=0.367 massB=0.466
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.79981,0.69264,0,massA=0.554 massB=0.139
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.54608,0.80156,0,massA=0.364 massB=0.438
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.51077,0.82742,0,massA=0.405 massB=0.423
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.3294,0.71216,0,massA=0.478 massB=0.235
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.87925,0.80319,0,massA=0.706 massB=0.097
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.23338,0.76631,0,massA=0.587 massB=0.179
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.39275,0.72682,0,massA=0.441 massB=0.285
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.71591,0.63605,0,massA=0.455 massB=0.181
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.8373,0.78192,0,massA=0.655 massB=0.127
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.54754,0.80966,0,massA=0.366 massB=0.443
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.84816,0.70144,0,massA=0.595 massB=0.107
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.18866,0.81989,0,massA=0.665 massB=0.155
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.30092,0.80934,0,massA=0.566 massB=0.244
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55527,0.80949,0,massA=0.36 massB=0.449
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.16879,0.80492,0,massA=0.669 massB=0.136
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.2223,0.7728,0,massA=0.601 massB=0.172
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.87118,0.78156,0,massA=0.681 massB=0.101
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.27533,0.76084,0,massA=0.551 massB=0.209
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.74696,0.64729,0,massA=0.484 massB=0.164
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.44057,0.88948,0,massA=0.498 massB=0.392
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.87978,0.78998,0,massA=0.695 massB=0.095
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.80195,0.69764,0,massA=0.559 massB=0.138
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.46664,0.89251,0,massA=0.476 massB=0.416
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.18728,0.82629,0,massA=0.672 massB=0.155
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.52315,0.82129,0,massA=0.392 massB=0.43
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.6069,0.83757,0,massA=0.508 massB=0.329
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.16342,0.81343,0,massA=0.68 massB=0.133
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.58203,0.90172,0,massA=0.377 massB=0.525
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.32994,0.7132,0,massA=0.478 massB=0.235
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.95957,0.83769,0,massA=0.804 massB=0.0339
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.49726,0.89699,0,massA=0.451 massB=0.446
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.24562,0.76189,0,massA=0.575 massB=0.187
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.27199,0.75962,0,massA=0.553 massB=0.207
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.23872,0.81425,0,massA=0.62 massB=0.194
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.87489,0.80102,0,massA=0.701 massB=0.1
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.73413,0.66476,0,massA=0.488 massB=0.177
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.55312,0.80662,0,massA=0.36 massB=0.446
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.25056,0.77154,0,massA=0.578 massB=0.193
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.16982,0.81632,0,massA=0.678 massB=0.139
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.42571,0.88367,0,massA=0.507 massB=0.376
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.70376,0.83961,0,massA=0.591 massB=0.249
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.82377,0.79152,0,massA=0.652 massB=0.139
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.28566,0.8179,0,massA=0.584 massB=0.234
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.73756,0.64638,0,massA=0.477 massB=0.17
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.50874,0.88677,0,massA=0.436 massB=0.451
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.40654,0.70906,0,massA=0.421 massB=0.288
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.58166,0.82237,0,massA=0.478 massB=0.344
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.70161,0.64226,0,massA=0.451 massB=0.192
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.17006,0.80442,0,massA=0.668 massB=0.137
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.39342,0.71728,0,massA=0.435 massB=0.282
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.93062,0.81239,0,massA=0.756 massB=0.0564
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.83185,0.7076,0,massA=0.589 massB=0.119
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.75963,0.84039,0,massA=0.638 massB=0.202
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.77216,0.70506,0,massA=0.544 massB=0.161
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.33241,0.88777,0,massA=0.593 massB=0.295
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.75988,0.65603,0,massA=0.499 massB=0.158
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.56908,0.8066,0,massA=0.348 massB=0.459
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.27151,0.77322,0,massA=0.563 massB=0.21
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.57125,0.63159,0,massA=0.361 massB=0.271
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.49668,0.8944,0,massA=0.45 massB=0.444
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.26801,0.75993,0,massA=0.556 massB=0.204
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.22962,0.75936,0,massA=0.585 massB=0.174
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.79518,0.69605,0,massA=0.553 massB=0.143
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.3592,0.70073,0,massA=0.449 massB=0.252
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.54059,0.81466,0,massA=0.374 massB=0.44
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.7187,0.679,0,massA=0.488 massB=0.191
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.25374,0.75944,0,massA=0.567 massB=0.193
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.50274,0.89018,0,massA=0.443 massB=0.448
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.39744,0.69445,0,massA=0.418 massB=0.276
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.44894,0.69866,0,massA=0.385 massB=0.314
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.82358,0.83964,0,massA=0.692 massB=0.148
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.25357,0.6842,0,massA=0.511 massB=0.173
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.95117,0.82873,0,massA=0.788 massB=0.0405
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B,fewshot,riskneutral,0.4815,0.89218,0,massA=0.463 massB=0.43
