instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p1,177,17,risk,0,117,362,0.42,1.2995,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.49625,0.92144,0,massA=0.457 massB=0.464
p1,133,13,risk,0,72,88,0.64,0.7822,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.7487,0.7596,0,massA=0.569 massB=0.191
p1,312,31,risk,0,51,151,0.29,0.8586,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10404,0.84637,0,massA=0.758 massB=0.0881
p1,221,22,risk,0,81,163,0.72,1.4489,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.82599,0.91298,0,massA=0.754 massB=0.159
p1,280,28,risk,0,132,181,0.76,1.0421,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.55753,0.92699,0,massA=0.41 massB=0.517
p1,164,16,risk,0,139,234,0.6,1.0101,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10232,0.91185,0,massA=0.819 massB=0.0933
p1,124,12,risk,0,164,541,0.38,1.2535,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.15453,0.90011,0,massA=0.761 massB=0.139
p1,332,33,risk,0,142,446,0.53,1.6646,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.1956,0.8498,0,massA=0.684 massB=0.166
p1,226,22,risk,0,81,163,0.72,1.4489,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.34173,0.9538,0,massA=0.628 massB=0.326
p1,391,39,risk,0,178,567,0.32,1.0193,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.76741,0.91107,0,massA=0.699 massB=0.212
p1,81,8,risk,0,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.77537,0.91166,0,massA=0.707 massB=0.205
p1,71,7,risk,0,63,98,0.64,0.9956,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.81441,0.91593,0,massA=0.746 massB=0.17
p1,17,1,risk,0,58,116,0.66,1.32,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.65941,0.92102,0,massA=0.607 massB=0.314
p1,236,23,risk,0,91,626,0.23,1.5822,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.34618,0.9534,0,massA=0.623 massB=0.33
p1,206,20,risk,0,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.32493,0.95245,0,massA=0.643 massB=0.309
p1,68,6,risk,0,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.29791,0.74289,0,massA=0.522 massB=0.221
p1,337,33,risk,0,142,446,0.53,1.6646,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.54477,0.92692,0,massA=0.505 massB=0.422
p1,44,4,risk,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.1114,0.9223,0,massA=0.82 massB=0.103
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.29194,0.75573,0,massA=0.535 massB=0.221
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.12866,0.91145,0,massA=0.794 massB=0.117
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.53827,0.93474,0,massA=0.432 massB=0.503
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52453,0.93233,0,massA=0.443 massB=0.489
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.51344,0.93781,0,massA=0.456 massB=0.482
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.80615,0.76503,0,massA=0.617 massB=0.148
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.11912,0.906,0,massA=0.798 massB=0.108
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.48501,0.93417,0,massA=0.481 massB=0.453
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.32554,0.95326,0,massA=0.643 massB=0.31
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.17912,0.85742,0,massA=0.704 massB=0.154
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.73629,0.65137,0,massA=0.48 massB=0.172
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.09702,0.92801,0,massA=0.838 massB=0.09
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B,fewshot,0.91052,0.88409,0,massA=0.805 massB=0.0791
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.1003,0.91829,0,massA=0.826 massB=0.0921
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.83459,0.90742,0,massA=0.757 massB=0.15
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.53939,0.9244,0,massA=0.499 massB=0.426
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30016,0.73166,0,massA=0.512 massB=0.22
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.33059,0.95163,0,massA=0.637 massB=0.315
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52301,0.93911,0,massA=0.448 massB=0.491
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.12106,0.90236,0,massA=0.793 massB=0.109
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30201,0.7198,0,massA=0.502 massB=0.217
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.68818,0.91761,0,massA=0.631 massB=0.286
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.516,0.9346,0,massA=0.452 massB=0.482
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.65121,0.64891,0,massA=0.423 massB=0.226
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.84694,0.9138,0,massA=0.774 massB=0.14
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.51789,0.9409,0,massA=0.454 massB=0.487
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.33109,0.95391,0,massA=0.638 massB=0.316
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.66695,0.65331,0,massA=0.436 massB=0.218
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.78405,0.92007,0,massA=0.721 massB=0.199
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10567,0.91514,0,massA=0.818 massB=0.0967
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.49367,0.93884,0,massA=0.475 massB=0.463
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.78407,0.76637,0,massA=0.601 massB=0.165
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.38234,0.9523,0,massA=0.588 massB=0.364
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.79548,0.91655,0,massA=0.729 massB=0.187
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.14148,0.84648,0,massA=0.727 massB=0.12
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.57208,0.91911,0,massA=0.526 massB=0.393
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.71168,0.73872,0,massA=0.526 massB=0.213
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.14856,0.84686,0,massA=0.721 massB=0.126
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.73328,0.64993,0,massA=0.477 massB=0.173
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52709,0.93581,0,massA=0.443 massB=0.493
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.59803,0.92276,0,massA=0.552 massB=0.371
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.65021,0.66899,0,massA=0.435 massB=0.234
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.35106,0.7352,0,massA=0.477 massB=0.258
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.14423,0.90271,0,massA=0.773 massB=0.13
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.54218,0.9365,0,massA=0.429 massB=0.508
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10534,0.90791,0,massA=0.812 massB=0.0956
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.66755,0.66688,0,massA=0.445 massB=0.222
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52264,0.94161,0,massA=0.449 massB=0.492
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.78398,0.75196,0,massA=0.59 massB=0.162
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.5447,0.92725,0,massA=0.422 massB=0.505
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.51576,0.94488,0,massA=0.458 massB=0.487
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30242,0.73671,0,massA=0.514 massB=0.223
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.83533,0.90914,0,massA=0.759 massB=0.15
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.12106,0.85675,0,massA=0.753 massB=0.104
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30955,0.75348,0,massA=0.52 massB=0.233
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.72552,0.64471,0,massA=0.468 massB=0.177
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.79345,0.90676,0,massA=0.719 massB=0.187
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.56489,0.93496,0,massA=0.407 massB=0.528
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.80955,0.74893,0,massA=0.606 massB=0.143
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10863,0.91116,0,massA=0.812 massB=0.099
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.14962,0.90338,0,massA=0.768 massB=0.135
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.58591,0.93183,0,massA=0.386 massB=0.546
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.11389,0.9104,0,massA=0.807 massB=0.104
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.13181,0.86979,0,massA=0.755 massB=0.115
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B,fewshot,0.90517,0.87713,0,massA=0.794 massB=0.0832
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.13692,0.85787,0,massA=0.74 massB=0.117
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.73646,0.67041,0,massA=0.494 massB=0.177
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30535,0.95207,0,massA=0.661 massB=0.291
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.83253,0.92058,0,massA=0.766 massB=0.154
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.7679,0.75171,0,massA=0.577 massB=0.174
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.31751,0.95275,0,massA=0.65 massB=0.303
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.10793,0.91467,0,massA=0.816 massB=0.0987
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.49434,0.93491,0,massA=0.473 massB=0.462
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.52288,0.92517,0,massA=0.484 massB=0.441
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.09403,0.92135,0,massA=0.835 massB=0.0866
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.38534,0.95381,0,massA=0.586 massB=0.368
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.2941,0.72995,0,massA=0.515 massB=0.215
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,allenai/OLMo-2-1124-7B,fewshot,0.94551,0.91332,0,massA=0.864 massB=0.0498
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.38311,0.95507,0,massA=0.589 massB=0.366
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.13273,0.85503,0,massA=0.742 massB=0.113
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.16417,0.84832,0,massA=0.709 massB=0.139
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.12255,0.9047,0,massA=0.794 massB=0.111
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.82139,0.90557,0,massA=0.744 massB=0.162
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.73251,0.66286,0,massA=0.486 massB=0.177
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.51917,0.93268,0,massA=0.448 massB=0.484
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.15937,0.84732,0,massA=0.712 massB=0.135
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.11194,0.90751,0,massA=0.806 massB=0.102
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.33708,0.95288,0,massA=0.632 massB=0.321
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.58731,0.92594,0,massA=0.544 massB=0.382
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.79401,0.91156,0,massA=0.724 massB=0.188
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.15108,0.90707,0,massA=0.77 massB=0.137
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.73306,0.65977,0,massA=0.484 massB=0.176
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.36244,0.95245,0,massA=0.607 massB=0.345
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.30666,0.73075,0,massA=0.507 massB=0.224
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.53678,0.91487,0,massA=0.491 massB=0.424
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.69572,0.65571,0,massA=0.456 massB=0.2
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B,fewshot,0.11301,0.90867,0,massA=0.806 massB=0.103
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.29689,0.74577,0,massA=0.524 massB=0.221
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B,fewshot,0.92316,0.88688,0,massA=0.819 massB=0.0681
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.79996,0.75857,0,massA=0.607 massB=0.152
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.64451,0.91781,0,massA=0.592 massB=0.326
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.74443,0.75961,0,massA=0.565 massB=0.194
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.27362,0.95493,0,massA=0.694 massB=0.261
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.77065,0.6693,0,massA=0.516 massB=0.154
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52033,0.93647,0,massA=0.449 massB=0.487
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.15202,0.86455,0,massA=0.733 massB=0.131
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.64212,0.64613,0,massA=0.415 massB=0.231
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.34025,0.95247,0,massA=0.628 massB=0.324
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.13395,0.85425,0,massA=0.74 massB=0.114
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.13276,0.856,0,massA=0.742 massB=0.114
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.75495,0.75581,0,massA=0.571 massB=0.185
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.28255,0.72464,0,massA=0.52 massB=0.205
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.52414,0.93102,0,massA=0.443 massB=0.488
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.70352,0.73524,0,massA=0.517 massB=0.218
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.14178,0.86203,0,massA=0.74 massB=0.122
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.32366,0.95357,0,massA=0.645 massB=0.309
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.32802,0.72623,0,massA=0.488 massB=0.238
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.3553,0.72699,0,massA=0.469 massB=0.258
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.7104,0.9182,0,massA=0.652 massB=0.266
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.26603,0.71799,0,massA=0.527 massB=0.191
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B,fewshot,0.94746,0.89896,0,massA=0.852 massB=0.0472
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B,fewshot,0.36858,0.95515,0,massA=0.603 massB=0.352
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.33904,0.71893,0,massA=0.475 massB=0.244
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,allenai/OLMo-2-1124-7B,fewshot,0.12776,0.8578,0,massA=0.748 massB=0.11
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.57515,0.93994,0,massA=0.399 massB=0.541
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.35067,0.72381,0,massA=0.47 massB=0.254
p1,77,7,risk,0,63,98,0.64,0.9956,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.67781,0.92046,0,massA=0.624 massB=0.297
p1,349,34,risk,0,52,96,0.63,1.1631,4,False,A,allenai/OLMo-2-1124-7B,fewshot,0.6828,0.6719,0,massA=0.459 massB=0.213
p1,371,37,risk,0,151,252,0.68,1.1348,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.83154,0.90951,0,massA=0.756 massB=0.153
p1,0,0,risk,0,186,984,0.26,1.3755,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.54161,0.93243,0,massA=0.427 massB=0.505
p1,111,11,risk,0,54,68,0.81,1.02,0,False,A,allenai/OLMo-2-1124-7B,fewshot,0.79966,0.91792,0,massA=0.734 massB=0.184
p1,238,23,risk,0,91,626,0.23,1.5822,4,True,B,allenai/OLMo-2-1124-7B,fewshot,0.36917,0.72552,0,massA=0.458 massB=0.268
p1,7,0,risk,0,186,984,0.26,1.3755,3,False,A,allenai/OLMo-2-1124-7B,fewshot,0.52711,0.91723,0,massA=0.483 massB=0.434
p1,40,4,risk,0,29,71,0.55,1.3466,0,True,B,allenai/OLMo-2-1124-7B,fewshot,0.48202,0.94684,0,massA=0.49 massB=0.456
p1,393,39,risk,0,178,567,0.32,1.0193,1,False,A,allenai/OLMo-2-1124-7B,fewshot,0.7502,0.75582,0,massA=0.567 massB=0.189
