instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00017,0.97859,0,massA=0.978 massB=0.000165
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.98305,0,massA=0.983 massB=8e-06
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0005,0.98892,0,massA=0.988 massB=0.00049
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00017,0.99845,0,massA=0.998 massB=0.000166
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00022,0.99927,0,massA=0.999 massB=0.000223
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99877,0,massA=3.72e-06 massB=0.999
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.96531,0,massA=0.965 massB=5.32e-06
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00013,0.99711,0,massA=0.997 massB=0.000133
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99993,0,massA=1 massB=2.03e-06
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00019,0.85577,0,massA=0.856 massB=0.000159
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97276,0,massA=8.3e-06 massB=0.973
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.98455,0,massA=0.985 massB=3.61e-06
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.99912,0,massA=4.54e-05 massB=0.999
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.98331,0,massA=0.983 massB=1.4e-05
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.93343,0.9887,0,massA=0.923 massB=0.0658
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00082,0.99995,0,massA=0.000817 massB=0.999
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00024,0.97614,0,massA=0.976 massB=0.000236
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.9999,0,massA=1 massB=7.65e-06
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00019,0.99312,0,massA=0.993 massB=0.000187
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97017,0,massA=0.97 massB=1.05e-05
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00017,0.96714,0,massA=0.967 massB=0.000166
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.25683,0.99908,0,massA=0.257 massB=0.742
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00011,0.9971,0,massA=0.997 massB=0.00011
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,4e-05,0.94639,0,massA=4.1e-05 massB=0.946
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.1192,0.99358,0,massA=0.118 massB=0.875
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00018,0.99705,0,massA=0.997 massB=0.000182
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99995,0,massA=1 massB=1.37e-06
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,3e-05,0.94948,0,massA=2.66e-05 massB=0.949
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00082,0.99936,0,massA=0.000816 massB=0.999
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.98863,0,massA=0.989 massB=5.8e-06
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,7e-05,0.99888,0,massA=0.999 massB=7.25e-05
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00039,0.98848,0,massA=0.000388 massB=0.988
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99993,0,massA=1 massB=3.56e-06
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00054,0.99911,0,massA=0.000544 massB=0.999
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,8e-05,0.91605,0,massA=0.916 massB=7.3e-05
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.01243,0.99983,0,massA=0.0124 massB=0.987
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99936,0,massA=1e-06 massB=0.999
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.89177,0,massA=0.892 massB=4.73e-05
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.91593,0,massA=1.27e-05 massB=0.916
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00025,0.99244,0,massA=0.992 massB=0.000247
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00016,0.99997,0,massA=0.000158 massB=1
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,3e-05,0.97724,0,massA=2.78e-05 massB=0.977
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00013,0.95307,0,massA=0.953 massB=0.000125
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.96924,0,massA=0.969 massB=7.77e-06
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.99953,0,massA=0.999 massB=5.39e-05
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.98381,0,massA=0.984 massB=3.67e-06
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,4e-05,0.97145,0,massA=4.14e-05 massB=0.971
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,6e-05,0.99789,0,massA=0.998 massB=6e-05
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99933,0,massA=4.52e-07 massB=0.999
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00019,0.9979,0,massA=0.998 massB=0.000185
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00011,0.99765,0,massA=0.998 massB=0.000107
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00036,0.95441,0,massA=0.954 massB=0.000341
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.88563,0.98857,0,massA=0.876 massB=0.113
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,3e-05,0.9381,0,massA=0.938 massB=3.16e-05
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00026,0.93122,0,massA=0.931 massB=0.000239
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,3e-05,0.94725,0,massA=2.82e-05 massB=0.947
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00036,0.99972,0,massA=0.000362 massB=0.999
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,8e-05,0.99644,0,massA=0.996 massB=8.32e-05
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99952,0,massA=8.58e-07 massB=1
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.96582,0,massA=0.966 massB=8.91e-06
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.96029,0,massA=0.96 massB=8.06e-06
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00014,0.99828,0,massA=0.998 massB=0.000135
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.9702,0,massA=0.97 massB=9.23e-06
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,8e-05,0.93433,0,massA=0.934 massB=7.1e-05
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,2e-05,0.9975,0,massA=2.31e-05 massB=0.997
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.98357,0,massA=0.984 massB=4.54e-05
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.83096,0,massA=1.02e-05 massB=0.831
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99998,0,massA=1 massB=4.57e-06
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00175,0.9986,0,massA=0.00175 massB=0.997
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99984,0,massA=5.63e-07 massB=1
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.99983,0,massA=1 massB=7.53e-06
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97832,0,massA=0.978 massB=9.17e-06
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00025,0.99404,0,massA=0.994 massB=0.000244
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00037,0.99993,0,massA=0.000374 massB=1
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.98502,0,massA=0.985 massB=5.1e-06
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99996,0,massA=1 massB=4.64e-06
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.97925,0,massA=0.979 massB=4.88e-05
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.01972,0.9902,0,massA=0.0195 massB=0.971
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99997,0,massA=1 massB=1.65e-06
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,4e-05,0.96689,0,massA=0.967 massB=4.25e-05
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,9e-05,0.93041,0,massA=0.93 massB=8.8e-05
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97589,0,massA=0.976 massB=6.28e-06
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00157,0.99934,0,massA=0.00157 massB=0.998
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,2e-05,0.96254,0,massA=1.91e-05 massB=0.963
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00037,0.99762,0,massA=0.997 massB=0.000367
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,3e-05,0.87577,0,massA=0.876 massB=2.57e-05
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97196,0,massA=0.972 massB=5.44e-06
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99984,0,massA=1 massB=3.97e-06
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,7e-05,0.99996,0,massA=7.48e-05 massB=1
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00019,0.99961,0,massA=0.000188 massB=0.999
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.97798,0,massA=0.978 massB=6.81e-06
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.9415,0,massA=1e-05 massB=0.941
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.99995,0,massA=1 massB=1.03e-05
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00018,0.95962,0,massA=0.959 massB=0.000175
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,2e-05,0.99997,0,massA=1.83e-05 massB=1
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.96529,0,massA=5.12e-05 massB=0.965
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.98829,0,massA=0.988 massB=3.51e-06
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0001,0.98072,0,massA=0.981 massB=0.0001
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0001,0.99705,0,massA=9.73e-05 massB=0.997
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.99778,0,massA=1.34e-05 massB=0.998
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.01049,0.99981,0,massA=0.0105 massB=0.989
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.99756,0,massA=1.16e-05 massB=0.998
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.99995,0,massA=1 massB=8.01e-06
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.95966,0,massA=7.81e-06 massB=0.96
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,8e-05,0.99918,0,massA=0.999 massB=7.72e-05
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0002,0.84992,0,massA=0.85 massB=0.00017
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,1e-05,0.92927,0,massA=9.12e-06 massB=0.929
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99997,0,massA=1 massB=1.96e-06
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,8e-05,0.92733,0,massA=0.927 massB=7.74e-05
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,6e-05,0.93529,0,massA=0.935 massB=5.62e-05
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.9998,0,massA=4.25e-07 massB=1
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,9e-05,0.96913,0,massA=0.969 massB=8.89e-05
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0004,0.99502,0,massA=0.995 massB=0.000402
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99906,0,massA=1.9e-06 massB=0.999
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,5e-05,0.9693,0,massA=0.969 massB=5.23e-05
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99996,0,massA=1 massB=2.44e-06
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00021,0.94485,0,massA=0.945 massB=0.000198
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0001,0.96183,0,massA=0.962 massB=9.84e-05
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,0.87408,0.9976,0,massA=0.872 massB=0.126
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00063,0.87213,0,massA=0.872 massB=0.000546
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,Qwen/Qwen2.5-7B-Instruct,fewshot,6e-05,0.99767,0,massA=5.55e-05 massB=0.998
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.0,0.99998,0,massA=1 massB=4.36e-06
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,0.00021,0.93491,0,massA=0.935 massB=0.000196
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,Qwen/Qwen2.5-7B-Instruct,fewshot,2e-05,0.97592,0,massA=0.976 massB=1.91e-05
