trial_id,gamble_id,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
513,17,117,362,0.42,1.2995,0,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.271,0,0.0,2026-07-01T20:31:36+00:00
366,12,164,541,0.38,1.2535,1,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
1099,36,98,227,0.47,1.0887,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.223,0,0.0,2026-07-01T20:31:36+00:00
398,13,72,88,0.64,0.7822,1,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.146,0,0.0,2026-07-01T20:31:36+00:00
526,17,117,362,0.42,1.2995,2,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.271,0,0.0,2026-07-01T20:31:36+00:00
958,31,51,151,0.29,0.8586,4,False,1,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.126,0,0.0,2026-07-01T20:31:36+00:00
1081,36,98,227,0.47,1.0887,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.223,0,0.0,2026-07-01T20:31:36+00:00
1133,37,151,252,0.68,1.1348,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.348,0,0.0,2026-07-01T20:31:36+00:00
16,0,186,984,0.26,1.3755,2,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.238,0,0.0,2026-07-01T20:31:36+00:00
249,8,62,263,0.33,1.3998,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-01T20:31:36+00:00
283,9,49,153,0.26,0.8118,2,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.115,0,0.0,2026-07-01T20:31:36+00:00
144,4,29,71,0.55,1.3466,4,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
99,3,46,158,0.33,1.1335,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
985,32,131,236,0.57,1.0269,4,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.237,0,0.0,2026-07-01T20:31:36+00:00
883,29,79,81,0.83,0.851,2,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
862,28,132,181,0.76,1.0421,3,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.348,0,0.0,2026-07-01T20:31:36+00:00
627,20,186,266,0.63,0.901,4,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.202,0,0.0,2026-07-01T20:31:36+00:00
207,6,94,101,0.71,0.7629,4,False,0,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
982,32,131,236,0.57,1.0269,3,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.237,0,0.0,2026-07-01T20:31:36+00:00
346,11,54,68,0.81,1.02,2,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.368,0,0.0,2026-07-01T20:31:36+00:00
911,30,149,447,0.26,0.78,1,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.108,0,0.0,2026-07-01T20:31:36+00:00
734,24,168,214,0.76,0.9681,2,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.301,0,0.0,2026-07-01T20:31:36+00:00
445,14,81,201,0.68,1.6874,4,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.575,0,0.0,2026-07-01T20:31:36+00:00
353,11,54,68,0.81,1.02,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.368,0,0.0,2026-07-01T20:31:36+00:00
309,10,111,278,0.58,1.4526,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.414,0,0.0,2026-07-01T20:31:36+00:00
126,4,29,71,0.55,1.3466,1,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
86,2,162,661,0.26,1.0609,4,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.173,0,0.0,2026-07-01T20:31:36+00:00
394,13,72,88,0.64,0.7822,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.146,0,0.0,2026-07-01T20:31:36+00:00
581,19,64,122,0.49,0.9341,1,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.173,0,0.0,2026-07-01T20:31:36+00:00
190,6,94,101,0.71,0.7629,1,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
1004,33,142,446,0.53,1.6646,2,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.443,0,0.0,2026-07-01T20:31:36+00:00
225,7,63,98,0.64,0.9956,2,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.254,0,0.0,2026-07-01T20:31:36+00:00
991,33,142,446,0.53,1.6646,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.443,0,0.0,2026-07-01T20:31:36+00:00
953,31,51,151,0.29,0.8586,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.126,0,0.0,2026-07-01T20:31:36+00:00
8,0,186,984,0.26,1.3755,1,True,2,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.238,0,0.0,2026-07-01T20:31:36+00:00
1178,39,178,567,0.32,1.0193,1,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
1024,34,52,96,0.63,1.1631,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.330,0,0.0,2026-07-01T20:31:36+00:00
649,21,106,206,0.73,1.4187,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.521,0,0.0,2026-07-01T20:31:36+00:00
1179,39,178,567,0.32,1.0193,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
511,17,117,362,0.42,1.2995,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.271,0,0.0,2026-07-01T20:31:36+00:00
364,12,164,541,0.38,1.2535,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
200,6,94,101,0.71,0.7629,3,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
874,29,79,81,0.83,0.851,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
905,30,149,447,0.26,0.78,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.108,0,0.0,2026-07-01T20:31:36+00:00
248,8,62,263,0.33,1.3998,1,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.262,0,0.0,2026-07-01T20:31:36+00:00
875,29,79,81,0.83,0.851,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
352,11,54,68,0.81,1.02,3,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.368,0,0.0,2026-07-01T20:31:36+00:00
272,9,49,153,0.26,0.8118,0,True,2,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.115,0,0.0,2026-07-01T20:31:36+00:00
995,33,142,446,0.53,1.6646,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.443,0,0.0,2026-07-01T20:31:36+00:00
838,27,166,433,0.53,1.3825,4,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
880,29,79,81,0.83,0.851,1,False,1,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
1054,35,91,133,0.68,0.9938,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.273,0,0.0,2026-07-01T20:31:36+00:00
628,20,186,266,0.63,0.901,4,False,1,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.202,0,0.0,2026-07-01T20:31:36+00:00
379,12,164,541,0.38,1.2535,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
1042,34,52,96,0.63,1.1631,3,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.330,0,0.0,2026-07-01T20:31:36+00:00
1197,39,178,567,0.32,1.0193,4,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
940,31,51,151,0.29,0.8586,1,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.126,0,0.0,2026-07-01T20:31:36+00:00
210,7,63,98,0.64,0.9956,0,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.254,0,0.0,2026-07-01T20:31:36+00:00
107,3,46,158,0.33,1.1335,2,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
91,3,46,158,0.33,1.1335,0,True,1,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
245,8,62,263,0.33,1.3998,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.262,0,0.0,2026-07-01T20:31:36+00:00
137,4,29,71,0.55,1.3466,2,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
902,30,149,447,0.26,0.78,0,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.108,0,0.0,2026-07-01T20:31:36+00:00
79,2,162,661,0.26,1.0609,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.173,0,0.0,2026-07-01T20:31:36+00:00
899,29,79,81,0.83,0.851,4,False,2,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
1151,38,183,609,0.38,1.2646,1,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.246,0,0.0,2026-07-01T20:31:36+00:00
746,24,168,214,0.76,0.9681,4,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.301,0,0.0,2026-07-01T20:31:36+00:00
872,29,79,81,0.83,0.851,0,True,2,text,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
180,6,94,101,0.71,0.7629,0,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
1111,37,151,252,0.68,1.1348,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.348,0,0.0,2026-07-01T20:31:36+00:00
51,1,58,116,0.66,1.32,3,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.422,0,0.0,2026-07-01T20:31:36+00:00
189,6,94,101,0.71,0.7629,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
1073,35,91,133,0.68,0.9938,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.273,0,0.0,2026-07-01T20:31:36+00:00
280,9,49,153,0.26,0.8118,1,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.115,0,0.0,2026-07-01T20:31:36+00:00
976,32,131,236,0.57,1.0269,2,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.237,0,0.0,2026-07-01T20:31:36+00:00
331,11,54,68,0.81,1.02,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.368,0,0.0,2026-07-01T20:31:36+00:00
618,20,186,266,0.63,0.901,3,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.202,0,0.0,2026-07-01T20:31:36+00:00
992,33,142,446,0.53,1.6646,0,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.443,0,0.0,2026-07-01T20:31:36+00:00
596,19,64,122,0.49,0.9341,4,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.173,0,0.0,2026-07-01T20:31:36+00:00
616,20,186,266,0.63,0.901,2,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.202,0,0.0,2026-07-01T20:31:36+00:00
1195,39,178,567,0.32,1.0193,4,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
97,3,46,158,0.33,1.1335,1,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
664,22,81,163,0.72,1.4489,0,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.525,0,0.0,2026-07-01T20:31:36+00:00
657,21,106,206,0.73,1.4187,4,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.521,0,0.0,2026-07-01T20:31:36+00:00
825,27,166,433,0.53,1.3825,2,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
739,24,168,214,0.76,0.9681,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.301,0,0.0,2026-07-01T20:31:36+00:00
910,30,149,447,0.26,0.78,1,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.108,0,0.0,2026-07-01T20:31:36+00:00
989,32,131,236,0.57,1.0269,4,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.237,0,0.0,2026-07-01T20:31:36+00:00
155,5,162,381,0.46,1.0819,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.217,0,0.0,2026-07-01T20:31:36+00:00
44,1,58,116,0.66,1.32,2,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.422,0,0.0,2026-07-01T20:31:36+00:00
551,18,41,61,0.58,0.8629,1,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
639,21,106,206,0.73,1.4187,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.521,0,0.0,2026-07-01T20:31:36+00:00
103,3,46,158,0.33,1.1335,2,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
843,28,132,181,0.76,1.0421,0,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.348,0,0.0,2026-07-01T20:31:36+00:00
360,12,164,541,0.38,1.2535,0,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
494,16,139,234,0.6,1.0101,2,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
125,4,29,71,0.55,1.3466,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
127,4,29,71,0.55,1.3466,1,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
479,15,82,113,0.74,1.0198,4,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.322,0,0.0,2026-07-01T20:31:36+00:00
165,5,162,381,0.46,1.0819,2,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.217,0,0.0,2026-07-01T20:31:36+00:00
491,16,139,234,0.6,1.0101,1,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.243,0,0.0,2026-07-01T20:31:36+00:00
203,6,94,101,0.71,0.7629,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.155,0,0.0,2026-07-01T20:31:36+00:00
128,4,29,71,0.55,1.3466,1,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
268,8,62,263,0.33,1.3998,4,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-01T20:31:36+00:00
1155,38,183,609,0.38,1.2646,2,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.246,0,0.0,2026-07-01T20:31:36+00:00
532,17,117,362,0.42,1.2995,3,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.271,0,0.0,2026-07-01T20:31:36+00:00
559,18,41,61,0.58,0.8629,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
1141,38,183,609,0.38,1.2646,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.246,0,0.0,2026-07-01T20:31:36+00:00
290,9,49,153,0.26,0.8118,3,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.115,0,0.0,2026-07-01T20:31:36+00:00
9,0,186,984,0.26,1.3755,1,False,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.238,0,0.0,2026-07-01T20:31:36+00:00
1098,36,98,227,0.47,1.0887,3,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.223,0,0.0,2026-07-01T20:31:36+00:00
930,31,51,151,0.29,0.8586,0,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.126,0,0.0,2026-07-01T20:31:36+00:00
92,3,46,158,0.33,1.1335,0,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
654,21,106,206,0.73,1.4187,4,True,0,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.521,0,0.0,2026-07-01T20:31:36+00:00
113,3,46,158,0.33,1.1335,3,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,1,simulated p_gamble=0.198,0,0.0,2026-07-01T20:31:36+00:00
785,26,59,151,0.36,0.9214,0,False,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.146,0,0.0,2026-07-01T20:31:36+00:00
1196,39,178,567,0.32,1.0193,4,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
134,4,29,71,0.55,1.3466,2,True,2,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.356,0,0.0,2026-07-01T20:31:36+00:00
1183,39,178,567,0.32,1.0193,2,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.168,0,0.0,2026-07-01T20:31:36+00:00
898,29,79,81,0.83,0.851,4,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.259,0,0.0,2026-07-01T20:31:36+00:00
451,15,82,113,0.74,1.0198,0,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,1,simulated p_gamble=0.322,0,0.0,2026-07-01T20:31:36+00:00
1039,34,52,96,0.63,1.1631,3,True,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,A,0,simulated p_gamble=0.330,0,0.0,2026-07-01T20:31:36+00:00
538,17,117,362,0.42,1.2995,4,False,1,tool,"simulated-crra(r=0.5,mu=0.15)",nan,42,B,0,simulated p_gamble=0.271,0,0.0,2026-07-01T20:31:36+00:00
