instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p1,312,31,risk,0,51,151,0.29,0.8586,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.24509,0.93396,0,massA=0.705 massB=0.229
p1,221,22,risk,0,81,163,0.72,1.4489,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.30736,0.97821,0,massA=0.301 massB=0.678
p1,280,28,risk,0,132,181,0.76,1.0421,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.35936,0.98267,0,massA=0.63 massB=0.353
p1,164,16,risk,0,139,234,0.6,1.0101,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.35936,0.99354,0,massA=0.636 massB=0.357
p1,124,12,risk,0,164,541,0.38,1.2535,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.17781,0.99492,0,massA=0.818 massB=0.177
p1,332,33,risk,0,142,446,0.53,1.6646,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.24509,0.93273,0,massA=0.704 massB=0.229
p1,226,22,risk,0,81,163,0.72,1.4489,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.27203,0.99397,0,massA=0.724 massB=0.27
p1,391,39,risk,0,178,567,0.32,1.0193,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20181,0.98098,0,massA=0.198 massB=0.783
p1,81,8,risk,0,62,263,0.33,1.3998,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.21469,0.9869,0,massA=0.212 massB=0.775
p1,71,7,risk,0,63,98,0.64,0.9956,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.35936,0.97885,0,massA=0.352 massB=0.627
p1,17,1,risk,0,58,116,0.66,1.32,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18243,0.99596,0,massA=0.182 massB=0.814
p1,236,23,risk,0,91,626,0.23,1.5822,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.06009,0.993,0,massA=0.933 massB=0.0597
p1,206,20,risk,0,186,266,0.63,0.901,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.28777,0.99297,0,massA=0.707 massB=0.286
p1,68,6,risk,0,94,101,0.71,0.7629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.35936,0.92489,0,massA=0.593 massB=0.332
p1,337,33,risk,0,142,446,0.53,1.6646,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13296,0.9955,0,massA=0.132 massB=0.863
p1,44,4,risk,0,29,71,0.55,1.3466,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20434,0.99397,0,massA=0.791 massB=0.203
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25683,0.95577,0,massA=0.71 massB=0.245
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.28141,0.99375,0,massA=0.714 massB=0.28
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.33459,0.97895,0,massA=0.651 massB=0.328
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.45714,0.98235,0,massA=0.533 massB=0.449
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.50391,0.98159,0,massA=0.487 massB=0.495
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13846,0.95002,0,massA=0.132 massB=0.818
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.21734,0.99454,0,massA=0.778 massB=0.216
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.32424,0.97801,0,massA=0.661 massB=0.317
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.16668,0.99352,0,massA=0.828 massB=0.166
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.28141,0.9425,0,massA=0.677 massB=0.265
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.15406,0.93216,0,massA=0.144 massB=0.789
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25386,0.99411,0,massA=0.742 massB=0.252
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.30404,0.99409,0,massA=0.302 massB=0.692
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.34865,0.99363,0,massA=0.647 massB=0.346
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.31743,0.97695,0,massA=0.31 massB=0.667
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.08632,0.9963,0,massA=0.086 massB=0.91
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25386,0.9312,0,massA=0.695 massB=0.236
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.31405,0.99338,0,massA=0.681 massB=0.312
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23935,0.97808,0,massA=0.744 massB=0.234
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25683,0.99413,0,massA=0.739 massB=0.255
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.31405,0.92352,0,massA=0.633 massB=0.29
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.14223,0.99565,0,massA=0.142 massB=0.854
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.1128,0.98493,0,massA=0.874 massB=0.111
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10819,0.93537,0,massA=0.101 massB=0.834
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23371,0.97674,0,massA=0.228 massB=0.748
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.29422,0.98249,0,massA=0.693 massB=0.289
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25683,0.99435,0,massA=0.739 massB=0.255
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.09535,0.93188,0,massA=0.0889 massB=0.843
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18011,0.978,0,massA=0.176 massB=0.802
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.22816,0.99397,0,massA=0.767 massB=0.227
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.32767,0.98523,0,massA=0.662 massB=0.323
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.11596,0.95254,0,massA=0.11 massB=0.842
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.26588,0.99398,0,massA=0.73 massB=0.264
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20947,0.9733,0,massA=0.204 massB=0.769
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25091,0.92297,0,massA=0.691 massB=0.232
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13117,0.99541,0,massA=0.131 massB=0.865
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.09671,0.94689,0,massA=0.0916 massB=0.855
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18477,0.93596,0,massA=0.763 massB=0.173
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10971,0.93726,0,massA=0.103 massB=0.834
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.19683,0.97834,0,massA=0.786 massB=0.193
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.12252,0.99545,0,massA=0.122 massB=0.873
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.09009,0.95458,0,massA=0.086 massB=0.869
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25091,0.93251,0,massA=0.699 massB=0.234
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20689,0.99509,0,massA=0.789 massB=0.206
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.38122,0.97718,0,massA=0.605 massB=0.373
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23935,0.99335,0,massA=0.756 massB=0.238
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.09535,0.96048,0,massA=0.0916 massB=0.869
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13846,0.98535,0,massA=0.849 massB=0.136
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10088,0.9498,0,massA=0.0958 massB=0.854
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.28141,0.98011,0,massA=0.704 massB=0.276
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18243,0.98562,0,massA=0.806 massB=0.18
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.21734,0.94149,0,massA=0.737 massB=0.205
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23092,0.97527,0,massA=0.225 massB=0.75
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.29422,0.93018,0,massA=0.657 massB=0.274
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.36297,0.92694,0,massA=0.59 massB=0.336
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13478,0.91903,0,massA=0.124 massB=0.795
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.36297,0.98106,0,massA=0.356 massB=0.625
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.39981,0.98138,0,massA=0.589 massB=0.392
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13117,0.94099,0,massA=0.123 massB=0.818
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.27513,0.99383,0,massA=0.72 massB=0.273
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.28777,0.99451,0,massA=0.708 massB=0.286
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.44939,0.97935,0,massA=0.539 massB=0.44
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.30736,0.99441,0,massA=0.689 massB=0.306
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18011,0.93264,0,massA=0.765 massB=0.168
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.26894,0.99465,0,massA=0.268 massB=0.727
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.19193,0.93907,0,massA=0.759 massB=0.18
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18477,0.94278,0,massA=0.174 massB=0.769
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13846,0.9925,0,massA=0.855 massB=0.137
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.36297,0.97878,0,massA=0.355 massB=0.624
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.15003,0.94341,0,massA=0.142 massB=0.802
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.27826,0.99233,0,massA=0.716 massB=0.276
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25683,0.99431,0,massA=0.739 massB=0.255
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.08882,0.98155,0,massA=0.894 massB=0.0872
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10088,0.99522,0,massA=0.1 massB=0.895
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.24799,0.99445,0,massA=0.748 massB=0.247
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.17554,0.99214,0,massA=0.818 massB=0.174
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.30075,0.93059,0,massA=0.651 massB=0.28
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.37754,0.99533,0,massA=0.376 massB=0.62
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.06954,0.99212,0,massA=0.923 massB=0.069
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.29747,0.93319,0,massA=0.656 massB=0.278
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23935,0.9415,0,massA=0.716 massB=0.225
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.17554,0.99428,0,massA=0.82 massB=0.175
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.32082,0.97365,0,massA=0.312 massB=0.661
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13478,0.92984,0,massA=0.125 massB=0.805
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.33112,0.97764,0,massA=0.654 massB=0.324
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20689,0.93965,0,massA=0.745 massB=0.194
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.36659,0.99376,0,massA=0.629 massB=0.364
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.24799,0.99443,0,massA=0.748 massB=0.247
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10669,0.99549,0,massA=0.106 massB=0.889
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.20181,0.97997,0,massA=0.198 massB=0.782
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23652,0.99357,0,massA=0.759 massB=0.235
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.11596,0.93601,0,massA=0.109 massB=0.827
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23935,0.99375,0,massA=0.756 massB=0.238
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.32424,0.92899,0,massA=0.628 massB=0.301
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.07056,0.99579,0,massA=0.0703 massB=0.926
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13478,0.9263,0,massA=0.125 massB=0.801
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.15817,0.9942,0,massA=0.837 massB=0.157
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.25386,0.92694,0,massA=0.692 massB=0.235
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.29747,0.99415,0,massA=0.296 massB=0.698
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.08632,0.97073,0,massA=0.0838 massB=0.887
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.14805,0.99521,0,massA=0.147 massB=0.848
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13296,0.94431,0,massA=0.126 massB=0.819
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.12252,0.99286,0,massA=0.871 massB=0.122
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18713,0.9447,0,massA=0.177 massB=0.768
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.24799,0.98532,0,massA=0.741 massB=0.244
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.31069,0.92958,0,massA=0.641 massB=0.289
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.08389,0.94522,0,massA=0.0793 massB=0.866
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.08389,0.99318,0,massA=0.91 massB=0.0833
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.34158,0.93065,0,massA=0.613 massB=0.318
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.38122,0.91201,0,massA=0.564 massB=0.348
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.11124,0.95331,0,massA=0.106 massB=0.847
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.31743,0.90513,0,massA=0.618 massB=0.287
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.38862,0.98198,0,massA=0.6 massB=0.382
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.10669,0.95076,0,massA=0.101 massB=0.849
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.17329,0.93071,0,massA=0.769 massB=0.161
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.18477,0.99459,0,massA=0.811 massB=0.184
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.27826,0.9451,0,massA=0.682 massB=0.263
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.23935,0.93017,0,massA=0.708 massB=0.223
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.13296,0.99548,0,massA=0.132 massB=0.863
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.21469,0.93813,0,massA=0.737 massB=0.201
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,meta-llama/Llama-3.1-8B-Instruct,fewshot,none,0.29747,0.99408,0,massA=0.296 massB=0.698
