instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p1,188,18,risk,0,41,61,0.58,0.8629,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.50391,0.93159,0,massA=0.462 massB=0.469
p1,354,35,risk,0,91,133,0.68,0.9938,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81405,0.98887,0,massA=0.184 massB=0.805
p1,210,21,risk,0,106,206,0.73,1.4187,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.78399,0.98514,0,massA=0.213 massB=0.772
p1,60,6,risk,0,94,101,0.71,0.7629,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.85872,0.98742,0,massA=0.14 massB=0.848
p1,70,7,risk,0,63,98,0.64,0.9956,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.80563,0.99035,0,massA=0.192 massB=0.798
p1,273,27,risk,0,166,433,0.53,1.3825,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.09138,0.94041,0,massA=0.0859 massB=0.854
p1,174,17,risk,0,117,362,0.42,1.2995,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.4649,0.98587,0,massA=0.528 massB=0.458
p1,100,10,risk,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.70741,0.98187,0,massA=0.287 massB=0.695
p1,176,17,risk,0,117,362,0.42,1.2995,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.27669,0.98173,0,massA=0.71 massB=0.272
p1,272,27,risk,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.2227,0.93832,0,massA=0.729 massB=0.209
p1,149,14,risk,0,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.14366,0.90362,0,massA=0.13 massB=0.774
p1,294,29,risk,0,79,81,0.83,0.851,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.6549,0.9891,0,massA=0.341 massB=0.648
p1,385,38,risk,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.70415,0.97713,0,massA=0.688 massB=0.289
p1,64,6,risk,0,94,101,0.71,0.7629,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.69926,0.98488,0,massA=0.296 massB=0.689
p1,241,24,risk,0,168,214,0.76,0.9681,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.89479,0.98833,0,massA=0.884 massB=0.104
p1,37,3,risk,0,46,158,0.33,1.1335,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.26284,0.98512,0,massA=0.259 massB=0.726
p1,198,19,risk,0,64,122,0.49,0.9341,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.24078,0.89783,0,massA=0.682 massB=0.216
p1,216,21,risk,0,106,206,0.73,1.4187,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.75779,0.99055,0,massA=0.24 massB=0.751
p1,360,36,risk,0,98,227,0.47,1.0887,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.78662,0.98778,0,massA=0.211 massB=0.777
p1,254,25,risk,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.67233,0.98689,0,massA=0.323 massB=0.664
p1,258,25,risk,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.39048,0.89211,0,massA=0.544 massB=0.348
p1,377,37,risk,0,151,252,0.68,1.1348,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.52147,0.98345,0,massA=0.513 massB=0.471
p1,120,12,risk,0,164,541,0.38,1.2535,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.6549,0.98224,0,massA=0.339 massB=0.643
p1,389,38,risk,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.14511,0.91003,0,massA=0.132 massB=0.778
p1,281,28,risk,0,132,181,0.76,1.0421,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.92469,0.98943,0,massA=0.915 massB=0.0745
p1,260,26,risk,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.73259,0.99216,0,massA=0.265 massB=0.727
p1,146,14,risk,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81405,0.99113,0,massA=0.184 massB=0.807
p1,179,17,risk,0,117,362,0.42,1.2995,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.11676,0.90903,0,massA=0.106 massB=0.803
p1,271,27,risk,0,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.70578,0.97865,0,massA=0.691 massB=0.288
p1,264,26,risk,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.60767,0.99077,0,massA=0.389 massB=0.602
p1,290,29,risk,0,79,81,0.83,0.851,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81874,0.99043,0,massA=0.18 massB=0.811
p1,343,34,risk,0,52,96,0.63,1.1631,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.05052,0.9356,0,massA=0.0473 massB=0.888
p1,286,28,risk,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.87494,0.99178,0,massA=0.124 massB=0.868
p1,51,5,risk,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81757,0.981,0,massA=0.802 massB=0.179
p1,252,25,risk,0,124,207,0.76,1.2687,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.22406,0.92406,0,massA=0.717 massB=0.207
p1,107,10,risk,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.33112,0.98101,0,massA=0.325 massB=0.656
p1,173,17,risk,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.04146,0.94155,0,massA=0.039 massB=0.903
p1,382,38,risk,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.12003,0.93511,0,massA=0.823 massB=0.112
p1,59,5,risk,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.15817,0.90587,0,massA=0.143 massB=0.763
p1,330,33,risk,0,142,446,0.53,1.6646,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.67233,0.98208,0,massA=0.322 massB=0.66
p1,317,31,risk,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.32595,0.98608,0,massA=0.321 massB=0.665
p1,99,9,risk,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.06804,0.92723,0,massA=0.0631 massB=0.864
p1,308,30,risk,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.3057,0.89645,0,massA=0.622 massB=0.274
p1,54,5,risk,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.57177,0.98434,0,massA=0.422 massB=0.563
p1,350,35,risk,0,91,133,0.68,0.9938,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.87494,0.98899,0,massA=0.124 massB=0.865
p1,194,19,risk,0,64,122,0.49,0.9341,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.4961,0.98792,0,massA=0.498 massB=0.49
p1,39,3,risk,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.0778,0.92917,0,massA=0.0723 massB=0.857
p1,230,23,risk,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.73106,0.98786,0,massA=0.266 massB=0.722
p1,53,5,risk,0,162,381,0.46,1.0819,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.07586,0.94607,0,massA=0.0718 massB=0.874
p1,250,25,risk,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.80194,0.98629,0,massA=0.195 massB=0.791
p1,90,9,risk,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.68427,0.99337,0,massA=0.314 massB=0.68
p1,48,4,risk,0,29,71,0.55,1.3466,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.21338,0.90206,0,massA=0.71 massB=0.192
p1,251,25,risk,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.87321,0.98482,0,massA=0.86 massB=0.125
p1,102,10,risk,0,111,278,0.58,1.4526,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.15003,0.92562,0,massA=0.787 massB=0.139
p1,328,32,risk,0,131,236,0.57,1.0269,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.59456,0.92652,0,massA=0.376 massB=0.551
p1,109,10,risk,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.12635,0.90097,0,massA=0.114 massB=0.787
p1,261,26,risk,0,59,151,0.36,0.9214,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.72174,0.98659,0,massA=0.712 massB=0.275
p1,220,22,risk,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.84492,0.98735,0,massA=0.153 massB=0.834
p1,323,32,risk,0,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.06009,0.93881,0,massA=0.0564 massB=0.882
p1,374,37,risk,0,151,252,0.68,1.1348,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.62429,0.98848,0,massA=0.371 massB=0.617
p1,284,28,risk,0,132,181,0.76,1.0421,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81523,0.98737,0,massA=0.182 massB=0.805
p1,10,1,risk,0,58,116,0.66,1.32,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.83114,0.98839,0,massA=0.167 massB=0.821
p1,224,22,risk,0,81,163,0.72,1.4489,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.79311,0.98678,0,massA=0.204 massB=0.783
p1,292,29,risk,0,79,81,0.83,0.851,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.29422,0.92741,0,massA=0.655 massB=0.273
p1,235,23,risk,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.80563,0.96714,0,massA=0.779 massB=0.188
p1,182,18,risk,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.49024,0.95053,0,massA=0.485 massB=0.466
p1,299,29,risk,0,79,81,0.83,0.851,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.30074,0.88648,0,massA=0.267 massB=0.62
p1,196,19,risk,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.57177,0.99189,0,massA=0.425 massB=0.567
p1,291,29,risk,0,79,81,0.83,0.851,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.90053,0.98757,0,massA=0.889 massB=0.0982
p1,353,35,risk,0,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.14511,0.91602,0,massA=0.133 massB=0.783
p1,166,16,risk,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.74317,0.99088,0,massA=0.254 massB=0.736
p1,104,10,risk,0,111,278,0.58,1.4526,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.61324,0.98641,0,massA=0.382 massB=0.605
p1,380,38,risk,0,183,609,0.38,1.2646,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.54287,0.98333,0,massA=0.45 massB=0.534
p1,27,2,risk,0,162,661,0.26,1.0609,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.33459,0.97923,0,massA=0.328 massB=0.652
p1,114,11,risk,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.5813,0.99025,0,massA=0.415 massB=0.576
p1,336,33,risk,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.67748,0.98666,0,massA=0.318 massB=0.668
p1,138,13,risk,0,72,88,0.64,0.7822,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.48439,0.90545,0,massA=0.467 massB=0.439
p1,115,11,risk,0,54,68,0.81,1.02,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.86971,0.98316,0,massA=0.855 massB=0.128
p1,26,2,risk,0,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.40922,0.98746,0,massA=0.583 massB=0.404
p1,262,26,risk,0,59,151,0.36,0.9214,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.354,0.94713,0,massA=0.612 massB=0.335
p1,52,5,risk,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.10448,0.92395,0,massA=0.827 massB=0.0965
p1,384,38,risk,0,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.4149,0.98289,0,massA=0.575 massB=0.408
p1,201,20,risk,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.84594,0.98298,0,massA=0.832 massB=0.151
p1,209,20,risk,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.13569,0.92537,0,massA=0.126 massB=0.8
p1,200,20,risk,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.74466,0.98379,0,massA=0.251 massB=0.733
p1,2,0,risk,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.09947,0.90101,0,massA=0.811 massB=0.0896
p1,74,7,risk,0,63,98,0.64,0.9956,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.60766,0.98921,0,massA=0.388 massB=0.601
p1,296,29,risk,0,79,81,0.83,0.851,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.68088,0.99094,0,massA=0.316 massB=0.675
p1,57,5,risk,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.40733,0.98051,0,massA=0.399 massB=0.581
p1,21,2,risk,0,162,661,0.26,1.0609,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.85777,0.97901,0,massA=0.84 massB=0.139
p1,334,33,risk,0,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.56794,0.98446,0,massA=0.425 massB=0.559
p1,169,16,risk,0,139,234,0.6,1.0101,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.13893,0.90938,0,massA=0.126 massB=0.783
p1,346,34,risk,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.84897,0.9923,0,massA=0.15 massB=0.842
p1,18,1,risk,0,58,116,0.66,1.32,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.72798,0.9294,0,massA=0.253 massB=0.677
p1,237,23,risk,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.34334,0.97495,0,massA=0.335 massB=0.64
p1,339,33,risk,0,142,446,0.53,1.6646,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.11318,0.92068,0,massA=0.104 massB=0.816
p1,94,9,risk,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.5448,0.99041,0,massA=0.451 massB=0.54
p1,158,15,risk,0,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.74762,0.93644,0,massA=0.236 massB=0.7
p1,175,17,risk,0,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.80685,0.9741,0,massA=0.786 massB=0.188
p1,183,18,risk,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.30734,0.89474,0,massA=0.275 massB=0.62
p1,207,20,risk,0,186,266,0.63,0.901,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.40356,0.98082,0,massA=0.396 massB=0.585
p1,333,33,risk,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.04177,0.94398,0,massA=0.0394 massB=0.905
p1,316,31,risk,0,51,151,0.29,0.8586,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.63884,0.99207,0,massA=0.358 massB=0.634
p1,79,7,risk,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.28616,0.86024,0,massA=0.246 massB=0.614
p1,150,15,risk,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.86704,0.98979,0,massA=0.132 massB=0.858
p1,322,32,risk,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.23793,0.94878,0,massA=0.723 massB=0.226
p1,239,23,risk,0,91,626,0.23,1.5822,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.14081,0.86594,0,massA=0.122 massB=0.744
p1,396,39,risk,0,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.69264,0.98791,0,massA=0.304 massB=0.684
p1,142,14,risk,0,81,201,0.68,1.6874,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.283,0.93537,0,massA=0.671 massB=0.265
p1,62,6,risk,0,94,101,0.71,0.7629,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.44554,0.92516,0,massA=0.513 massB=0.412
p1,263,26,risk,0,59,151,0.36,0.9214,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.03803,0.95239,0,massA=0.0362 massB=0.916
p1,378,37,risk,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.49024,0.92257,0,massA=0.47 massB=0.452
p1,160,16,risk,0,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.81758,0.98578,0,massA=0.18 massB=0.806
p1,383,38,risk,0,183,609,0.38,1.2646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.09138,0.9265,0,massA=0.0847 massB=0.842
p1,112,11,risk,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.42442,0.93998,0,massA=0.541 massB=0.399
p1,156,15,risk,0,82,113,0.74,1.0198,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.90991,0.99321,0,massA=0.0895 massB=0.904
p1,38,3,risk,0,46,158,0.33,1.1335,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.43783,0.9166,0,massA=0.515 massB=0.401
p1,128,12,risk,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.40169,0.91253,0,massA=0.546 massB=0.367
p1,217,21,risk,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.64422,0.97682,0,massA=0.629 massB=0.348
p1,318,31,risk,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.32424,0.9121,0,massA=0.616 massB=0.296
p1,55,5,risk,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,0.85096,0.97913,0,massA=0.833 massB=0.146
p1,96,9,risk,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.73259,0.99336,0,massA=0.266 massB=0.728
p1,8,0,risk,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.2227,0.86617,0,massA=0.673 massB=0.193
p1,132,13,risk,0,72,88,0.64,0.7822,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.34159,0.92673,0,massA=0.61 massB=0.317
p1,340,34,risk,0,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.85585,0.9908,0,massA=0.143 massB=0.848
p1,28,2,risk,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,0.25535,0.88222,0,massA=0.657 massB=0.225
